year,mean_residual,sd_residual
2015,0.0014719018037292941,0.8170131822057479
2016,0.0014088684020024322,0.8216230461193393
2017,0.0014983092616626874,0.8228442450985635
2018,0.001603158234898239,0.821814948642217
2019,0.0015209704457368016,0.8218580510293649
2020,0.0013251627560298945,0.8212629728097243
2021,0.001706612655634693,0.8235268512269069
2022,0.0012459760265445931,0.8206597451848412
2023,0.0014530061737949998,0.8221948699824871
2024,-0.013233965760032912,0.8379494041844522
