year,estimate,ci_low,ci_high,n_events
2020,0.49121525000000005,-0.25011008730295875,1.232540587302959,32
2021,0.26319136666666665,-0.08456550190493156,0.6109482352382649,30
2022,0.8435555555555556,-0.08649902495450068,1.7736101360656118,30
2023,0.09584652380952383,-0.14271842436615265,0.33441147198520027,28
2024,0.3172280520833334,-0.7494094333621203,1.383865537528787,32
