match_id,event_component_id,event_date_utc,event_city_name,event_year,dominant_hazard,control_component_id,control_city_name,placebo_source_event_component_id,placebo_date_utc,placebo_source_event_year,placebo_source_rule,placebo_year_distance,placebo_month_distance,event_gpm_event_subset_precip_mm_est,control_gpm_event_subset_precip_mm_est,placebo_event_gpm_event_subset_precip_mm_est,observed_diff,placebo_diff,observed_minus_placebo_diff,placebo_status,event_country
4339|2020-01-19|Lublin,4339,2020-01-19,Lublin,2020,low_ceiling_1000m,3068,Częstochowa,4339.0,2020-12-17,2020.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,Poland
4339|2020-01-19|Lublin,4339,2020-01-19,Lublin,2020,low_ceiling_1000m,3403,Bełchatów,4339.0,2020-12-17,2020.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,Poland
4339|2020-12-17|Lublin,4339,2020-12-17,Lublin,2020,low_ceiling_1000m,3850,Wołomin,4339.0,2020-01-19,2020.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,Poland
4339|2020-12-17|Lublin,4339,2020-12-17,Lublin,2020,low_ceiling_1000m,3068,Częstochowa,4339.0,2020-01-19,2020.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,Poland
4339|2020-12-17|Lublin,4339,2020-12-17,Lublin,2020,low_ceiling_1000m,3403,Bełchatów,4339.0,2020-01-19,2020.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,Poland
2044|2020-12-05|Vinnytsia,2044,2020-12-05,Vinnytsia,2020,fog,2506,Pervomaisk,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric,Ukraine
2044|2020-12-05|Vinnytsia,2044,2020-12-05,Vinnytsia,2020,fog,4030,Lozova,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric,Ukraine
2044|2020-12-05|Vinnytsia,2044,2020-12-05,Vinnytsia,2020,fog,1089,Kovel,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric,Ukraine
2044|2020-11-18|Vinnytsia,2044,2020-11-18,Vinnytsia,2020,low_ceiling_300m,2506,Pervomaisk,2044.0,2021-12-09,2021.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,Ukraine
2044|2020-11-18|Vinnytsia,2044,2020-11-18,Vinnytsia,2020,low_ceiling_300m,4030,Lozova,2044.0,2021-12-09,2021.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,Ukraine
2044|2020-11-18|Vinnytsia,2044,2020-11-18,Vinnytsia,2020,low_ceiling_300m,1089,Kovel,2044.0,2021-12-09,2021.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.0,0.144444,0.0,-0.144444,-0.144444,0.0,ok_control_day,Ukraine
6023|2020-01-03|Ciudad Valles,6023,2020-01-03,Ciudad Valles,2020,fog,5931,Tlaxcala,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric,México
6023|2020-01-03|Ciudad Valles,6023,2020-01-03,Ciudad Valles,2020,fog,5730,Tizayuca,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric,México
6023|2020-01-03|Ciudad Valles,6023,2020-01-03,Ciudad Valles,2020,fog,913,Tecate,357.0,2021-12-02,2021.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,México
6023|2020-01-02|Ciudad Valles,6023,2020-01-02,Ciudad Valles,2020,low_vis_5km,5931,Tlaxcala,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric,México
6023|2020-01-02|Ciudad Valles,6023,2020-01-02,Ciudad Valles,2020,low_vis_5km,5730,Tizayuca,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric,México
6023|2020-01-02|Ciudad Valles,6023,2020-01-02,Ciudad Valles,2020,low_vis_5km,913,Tecate,357.0,2022-02-20,2022.0,same_control_component_hazard_cross_year_month_window,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,México
4225|2020-01-19|Stalowa Wola,4225,2020-01-19,Stalowa Wola,2020,fog,3850,Wołomin,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric,Poland
4225|2020-01-19|Stalowa Wola,4225,2020-01-19,Stalowa Wola,2020,fog,3403,Bełchatów,4263.0,2024-12-02,2024.0,same_control_component_hazard_cross_year_month_window,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,Poland
4225|2020-01-19|Stalowa Wola,4225,2020-01-19,Stalowa Wola,2020,fog,1080,Słupsk,4225.0,2024-12-02,2024.0,same_control_component_hazard_cross_year_month_window,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,Poland
4225|2020-11-09|Stalowa Wola,4225,2020-11-09,Stalowa Wola,2020,fog,3850,Wołomin,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric,Poland
4225|2020-11-09|Stalowa Wola,4225,2020-11-09,Stalowa Wola,2020,fog,3403,Bełchatów,4263.0,2021-11-17,2021.0,same_control_component_hazard_cross_year_month_window,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day,Poland
4225|2020-11-09|Stalowa Wola,4225,2020-11-09,Stalowa Wola,2020,fog,1080,Słupsk,4263.0,2021-11-17,2021.0,same_control_component_hazard_cross_year_month_window,1.0,0.0,0.0,0.0,0.051667,0.0,0.051667,-0.051667,ok_control_day,Poland
4942|2021-09-02|Celaya,4942,2021-09-02,Celaya,2021,low_ceiling_1000m,6696,Matamoros,4942.0,2021-10-03,2021.0,same_control_component_hazard_same_year_month_window,0.0,1.0,1.25,0.0,0.0,1.25,0.0,1.25,ok_control_day,México
