component_id,country,city_name,centroid_lat,centroid_lon,need_composite_z,support_residual_z,residual_public_support_gap_z,canonical_2024_q75,denominator_uncertainty_flag,available_field_expected_support_z,available_field_support_residual_z,available_field_q75,within_between_expected_support_z,within_between_support_residual_z,within_between_q75,country_fe_expected_support_z,country_fe_support_residual_z,country_fe_q75,need_no_hazard_z,no_hazard_support_residual_z,no_hazard_q75,dirichlet_selection_count,dirichlet_selection_frequency,weight_stability_class,model_core_primary_available_country_fe,graded_core_primary_available_within_between_frequency
856,Bulgaria,Varna,43.22072816934423,27.922827042990026,0.9862626843999605,-0.909903473259394,0.909903473259394,True,True,0.6051427839588137,-1.1341982936514938,True,0.7470200455152952,-1.2760755552079754,True,0.29618819867302804,-0.8252437083657083,True,1.249087634322604,-1.2830561396340499,True,795,0.795,0.50-<0.80,True,True
902,Vietnam,Làng Giao,21.816169917161965,105.20573587512946,0.7345671396510575,-1.317735234903983,1.317735234903983,True,True,0.0631928666273728,-1.4992192919636314,True,-0.015759668753562266,-1.4202667565826963,True,-0.08409674612026374,-1.3519296792159947,True,0.11079467815640033,-1.362689004184112,False,506,0.506,0.50-<0.80,True,True
929,Brazil,Ji-Paraná,-10.878541783254828,-61.93716822698971,0.6789823021079037,-1.7602527135566717,1.7602527135566717,True,True,0.294901643793009,-1.7390062470878795,True,0.06308845668215446,-1.5071930599770251,True,0.0778355535808749,-1.5219401568757456,True,0.22358807073404727,-1.7376171894690842,False,487,0.487,0.20-<0.50,True,False
958,Sweden,Örebro,59.27819406289011,15.200617864188684,1.6265785254340406,-1.2197171264004605,1.2197171264004605,True,False,0.6176636855896052,-1.1325172372582735,True,0.6770023615639786,-1.1918559132326472,True,0.7455687549045434,-1.2604223065732119,True,1.0140721685424454,-1.0662478579661578,True,906,0.906,>=0.80,True,True
967,Slovakia,Košice,48.71681436208878,21.25993898357388,1.3600045055154193,-1.2590095427030987,1.2590095427030987,True,True,0.6421865747579155,-1.101535226259343,True,0.7285885369728586,-1.187937188474286,True,0.9124405773711068,-1.3717892288725342,True,0.6793879132344705,-1.0027296902622944,True,898,0.898,>=0.80,True,True
972,Romania,Cluj-Napoca,46.77251056725739,23.595601981041835,1.7611687089191688,-0.9083113004426492,0.9083113004426492,True,True,0.570008247463772,-0.8017346910023588,True,0.605297949890259,-0.8370243934288457,True,0.5584385821769244,-0.7901650257155113,True,1.1830504333607321,-0.8444758648824049,True,504,0.504,0.50-<0.80,True,True
1034,Canada,Kelowna,49.88543744724415,-119.45043463886104,0.7414446964549901,-1.395298314892217,1.395298314892217,True,True,0.7856061799834322,-1.2441730723275741,True,1.1401068972668873,-1.5986737896110292,True,1.595140720695496,-2.053707613039638,True,0.4287836781529903,-1.1316472530975805,False,566,0.566,0.50-<0.80,True,True
1049,Brazil,Boa Vista,2.8143539290164616,-60.713459674019234,0.8674234888360157,-0.7948015917988707,0.7948015917988707,True,True,0.4778681441952533,-0.8424936444723046,True,0.2658557520744331,-0.6304812523514843,False,0.2806028489731543,-0.6452283492502056,True,0.6580469532283187,-0.8582522770902401,True,595,0.595,0.50-<0.80,True,False
1078,Sweden,Linköping,58.40427472409432,15.62476145405383,1.1615422967925404,-0.7695934757476378,0.7695934757476378,True,False,0.7372510632067095,-1.0281306163132011,True,1.00303291943794,-1.2939124725444315,True,1.071599312778501,-1.3624788658849927,True,1.469151564641806,-1.2139116924643185,True,866,0.866,>=0.80,True,True
1106,Lebanon,Baalbek,34.005460924224344,36.20900675906304,1.2163626800907987,-1.2734546464322922,1.2734546464322922,True,True,0.6364617455473072,-1.538937546036496,True,0.4959609163675886,-1.3984367168567775,True,0.5535850936254969,-1.4560608941146858,True,1.5379786737707322,-1.7622008654266825,True,801,0.801,>=0.80,True,True
1135,Thailand,Phitsanulok,16.81015208823652,100.24901890235,1.6742569967907153,-0.7267602810481507,0.7267602810481507,True,True,0.7229252175859788,-0.9133487189813374,True,0.5159025464677593,-0.7063260478631179,True,0.5490462611979557,-0.7394697625933143,True,1.6710281576599275,-1.0988373288322855,True,731,0.731,0.50-<0.80,True,True
