match_id,event_component_id,event_date_utc,event_city_name,event_year,dominant_hazard,control_component_id,control_city_name,placebo_source_event_component_id,placebo_date_utc,placebo_source_event_year,placebo_source_rule,placebo_year_distance,placebo_month_distance,event_gpm_event_subset_precip_mm_est,control_gpm_event_subset_precip_mm_est,placebo_event_gpm_event_subset_precip_mm_est,observed_diff,placebo_diff,observed_minus_placebo_diff,placebo_status
46|2023-08-12|Kamsar,46,2023-08-12,Kamsar,2023,fog,3459,Yalova,,,,missing_control_day_donor,,,2.055,0.0,,2.055,,,missing_placebo_or_control_metric
10433|2023-12-05|Baishan,10433,2023-12-05,Baishan,2023,low_vis_5km,10025,Benxi,10433.0,2024-01-02,2024.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
10433|2023-12-05|Baishan,10433,2023-12-05,Baishan,2023,low_vis_5km,8903,Chengde,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric
10433|2023-12-05|Baishan,10433,2023-12-05,Baishan,2023,low_vis_5km,9949,Qianjin,10433.0,2024-01-02,2024.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
10433|2023-02-17|Baishan,10433,2023-02-17,Baishan,2023,low_vis_5km,10025,Benxi,10433.0,2024-01-02,2024.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.381111,0.0,0.0,0.381111,0.0,0.381111,ok_control_day
10433|2023-02-17|Baishan,10433,2023-02-17,Baishan,2023,low_vis_5km,8903,Chengde,,,,missing_control_day_donor,,,0.381111,0.0,,0.381111,,,missing_placebo_or_control_metric
10433|2023-02-17|Baishan,10433,2023-02-17,Baishan,2023,low_vis_5km,9949,Qianjin,10433.0,2024-01-02,2024.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.381111,0.0,0.0,0.381111,0.0,0.381111,ok_control_day
7672|2023-01-04|Zigong,7672,2023-01-04,Zigong,2023,low_vis_5km,10851,Yangjiang,7672.0,2023-02-07,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
7672|2023-01-04|Zigong,7672,2023-01-04,Zigong,2023,low_vis_5km,9653,Ningming,7672.0,2023-02-07,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
7672|2023-01-04|Zigong,7672,2023-01-04,Zigong,2023,low_vis_5km,7775,Xingping,7672.0,2023-02-07,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.029444,0.556667,-0.029444,0.527223,-0.556667,ok_control_day
7672|2023-02-07|Zigong,7672,2023-02-07,Zigong,2023,low_vis_5km,10851,Yangjiang,7672.0,2023-01-04,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
7672|2023-02-07|Zigong,7672,2023-02-07,Zigong,2023,low_vis_5km,9653,Ningming,7672.0,2023-01-04,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
7672|2023-02-07|Zigong,7672,2023-02-07,Zigong,2023,low_vis_5km,7775,Xingping,7672.0,2023-01-04,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.556667,0.029444,-0.556667,-0.527223,-0.029444,ok_control_day
10936|2023-01-02|Phusro,10936,2023-01-02,Phusro,2023,low_vis_5km,10422,Jagdalpur,10936.0,2023-01-17,2023.0,same_control_component_hazard_same_year_month_window,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
10936|2023-01-02|Phusro,10936,2023-01-02,Phusro,2023,low_vis_5km,7703,Alibag,10936.0,2023-01-17,2023.0,same_control_component_hazard_same_year_month_window,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
10936|2023-01-02|Phusro,10936,2023-01-02,Phusro,2023,low_vis_5km,10228,Mangalagiri,10936.0,2023-01-17,2023.0,same_control_component_hazard_same_year_month_window,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
10936|2023-01-17|Phusro,10936,2023-01-17,Phusro,2023,low_vis_5km,10422,Jagdalpur,10936.0,2023-01-02,2023.0,same_control_component_hazard_same_year_month_window,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
10936|2023-01-17|Phusro,10936,2023-01-17,Phusro,2023,low_vis_5km,7703,Alibag,10936.0,2023-01-02,2023.0,same_control_component_hazard_same_year_month_window,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
10936|2023-01-17|Phusro,10936,2023-01-17,Phusro,2023,low_vis_5km,10228,Mangalagiri,10936.0,2023-01-02,2023.0,same_control_component_hazard_same_year_month_window,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
3795|2023-09-04|Francisco Beltrão,3795,2023-09-04,Francisco Beltrão,2023,gust_15ms,2872,Foz do Iguaçu,3795.0,2023-08-22,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.936667,0.0,-0.936667,-0.936667,0.0,ok_control_day
3795|2023-09-04|Francisco Beltrão,3795,2023-09-04,Francisco Beltrão,2023,gust_15ms,6334,Lençóis Paulista,3795.0,2023-08-22,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.001667,0.0,-0.001667,-0.001667,0.0,ok_control_day
3795|2023-09-04|Francisco Beltrão,3795,2023-09-04,Francisco Beltrão,2023,gust_15ms,7266,Amparo,3795.0,2023-08-22,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
3795|2023-08-22|Francisco Beltrão,3795,2023-08-22,Francisco Beltrão,2023,gust_15ms,2872,Foz do Iguaçu,3795.0,2023-09-04,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.936667,0.0,0.936667,-0.936667,ok_control_day
3795|2023-08-22|Francisco Beltrão,3795,2023-08-22,Francisco Beltrão,2023,gust_15ms,6334,Lençóis Paulista,3795.0,2023-09-04,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.001667,0.0,0.001667,-0.001667,ok_control_day
3795|2023-08-22|Francisco Beltrão,3795,2023-08-22,Francisco Beltrão,2023,gust_15ms,7266,Amparo,3795.0,2023-09-04,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
4263|2023-12-14|Rzeszów,4263,2023-12-14,Rzeszów,2023,low_ceiling_300m,3403,Bełchatów,4339.0,2024-12-28,2024.0,same_control_component_hazard_cross_year_month_window,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
4263|2023-12-14|Rzeszów,4263,2023-12-14,Rzeszów,2023,low_ceiling_300m,1080,Słupsk,4339.0,2024-12-28,2024.0,same_control_component_hazard_cross_year_month_window,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
4263|2023-12-14|Rzeszów,4263,2023-12-14,Rzeszów,2023,low_ceiling_300m,3939,Nowy Sącz,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric
4263|2023-01-22|Rzeszów,4263,2023-01-22,Rzeszów,2023,low_ceiling_1000m,3403,Bełchatów,4339.0,2020-01-19,2020.0,same_control_component_hazard_cross_year_month_window,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
4263|2023-01-22|Rzeszów,4263,2023-01-22,Rzeszów,2023,low_ceiling_1000m,1080,Słupsk,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric
4263|2023-01-22|Rzeszów,4263,2023-01-22,Rzeszów,2023,low_ceiling_1000m,3939,Nowy Sącz,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric
3944|2023-03-08|Belgorod,3944,2023-03-08,Belgorod,2023,fog,6031,Ulyanovsk,6403.0,2022-02-28,2022.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.116111,0.0,0.0,0.116111,0.0,0.116111,ok_control_day
