match_id,control_id,event_component_id,event_date_utc,event_country,dominant_hazard,control_component_id,control_country,observed_event_gpm_mm,control_gpm_mm,observed_diff,false_event_source_event_component_id,false_event_date_utc,false_event_source_country,false_event_source_rule,false_event_gpm_mm,false_event_diff,observed_minus_false_event_diff,false_event_status
6403|2022-04-18|Nizhnekamsk,6403|2022-04-18|Nizhnekamsk|ctrl1,6403,2022-04-18,Russia,low_ceiling_300m,6031,Russia,0.0,0.047778,-0.047778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2022-04-18|Nizhnekamsk,6403|2022-04-18|Nizhnekamsk|ctrl2,6403,2022-04-18,Russia,low_ceiling_300m,6242,Russia,0.0,0.013333,-0.013333,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2022-04-18|Nizhnekamsk,6403|2022-04-18|Nizhnekamsk|ctrl3,6403,2022-04-18,Russia,low_ceiling_300m,6191,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
10210|2022-11-11|Neyveli Township,10210|2022-11-11|Neyveli Township|ctrl1,10210,2022-11-11,India,low_vis_5km,7349,India,12.109444,0.0,12.109444,10936.0,2022-01-11,India,same_year_hazard_control_country,1.946111,1.946111,10.163333,ok
10210|2022-11-11|Neyveli Township,10210|2022-11-11|Neyveli Township|ctrl2,10210,2022-11-11,India,low_vis_5km,10314,India,12.109444,0.564444,11.545,10936.0,2022-01-11,India,same_year_hazard_control_country,1.946111,1.381667,10.163333,ok
10210|2022-11-11|Neyveli Township,10210|2022-11-11|Neyveli Township|ctrl3,10210,2022-11-11,India,low_vis_5km,11388,India,12.109444,0.0,12.109444,10936.0,2022-01-11,India,same_year_hazard_control_country,1.946111,1.946111,10.163333,ok
10210|2022-09-28|Neyveli Township,10210|2022-09-28|Neyveli Township|ctrl1,10210,2022-09-28,India,low_vis_5km,7349,India,0.0,0.0,0.0,10936.0,2022-01-11,India,same_year_hazard_control_country,1.946111,1.946111,-1.946111,ok
10210|2022-09-28|Neyveli Township,10210|2022-09-28|Neyveli Township|ctrl2,10210,2022-09-28,India,low_vis_5km,10314,India,0.0,0.155556,-0.155556,10936.0,2022-01-11,India,same_year_hazard_control_country,1.946111,1.790555,-1.946111,ok
10210|2022-09-28|Neyveli Township,10210|2022-09-28|Neyveli Township|ctrl3,10210,2022-09-28,India,low_vis_5km,11388,India,0.0,1.305556,-1.305556,10936.0,2022-01-11,India,same_year_hazard_control_country,1.946111,0.640555,-1.946111,ok
56|2022-02-16|Brest,56|2022-02-16|Brest|ctrl1,56,2022-02-16,France,low_vis_5km,1585,France,0.000556,0.050556,-0.05,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2022-02-16|Brest,56|2022-02-16|Brest|ctrl2,56,2022-02-16,France,low_vis_5km,544,France,0.000556,0.0,0.000556,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2022-02-16|Brest,56|2022-02-16|Brest|ctrl3,56,2022-02-16,France,low_vis_5km,1681,France,0.000556,0.0,0.000556,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2022-01-24|Brest,56|2022-01-24|Brest|ctrl1,56,2022-01-24,France,fog,1585,France,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2022-01-24|Brest,56|2022-01-24|Brest|ctrl2,56,2022-01-24,France,fog,544,France,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2022-01-24|Brest,56|2022-01-24|Brest|ctrl3,56,2022-01-24,France,fog,1681,France,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2022-11-22|Lublin,4339|2022-11-22|Lublin|ctrl1,4339,2022-11-22,Poland,fog,3403,Poland,0.0,0.0,0.0,4263.0,2022-11-21,Poland,same_year_hazard_control_country,0.0,0.0,0.0,ok
4339|2022-11-22|Lublin,4339|2022-11-22|Lublin|ctrl2,4339,2022-11-22,Poland,fog,1080,Poland,0.0,0.0,0.0,4263.0,2022-11-21,Poland,same_year_hazard_control_country,0.0,0.0,0.0,ok
4339|2022-11-22|Lublin,4339|2022-11-22|Lublin|ctrl3,4339,2022-11-22,Poland,fog,3939,Poland,0.0,0.0,0.0,4263.0,2022-11-21,Poland,same_year_hazard_control_country,0.0,0.0,0.0,ok
4339|2022-11-26|Lublin,4339|2022-11-26|Lublin|ctrl1,4339,2022-11-26,Poland,low_vis_5km,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2022-11-26|Lublin,4339|2022-11-26|Lublin|ctrl2,4339,2022-11-26,Poland,low_vis_5km,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2022-11-26|Lublin,4339|2022-11-26|Lublin|ctrl3,4339,2022-11-26,Poland,low_vis_5km,3939,Poland,0.0,0.037778,-0.037778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2022-01-09|Vinnytsia,2044|2022-01-09|Vinnytsia|ctrl1,2044,2022-01-09,Ukraine,low_ceiling_1000m,4030,Ukraine,0.562778,0.0,0.562778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2022-01-09|Vinnytsia,2044|2022-01-09|Vinnytsia|ctrl2,2044,2022-01-09,Ukraine,low_ceiling_1000m,2506,Ukraine,0.562778,0.0,0.562778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2022-01-09|Vinnytsia,2044|2022-01-09|Vinnytsia|ctrl3,2044,2022-01-09,Ukraine,low_ceiling_1000m,1089,Ukraine,0.562778,0.0,0.562778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2022-01-23|Vinnytsia,2044|2022-01-23|Vinnytsia|ctrl1,2044,2022-01-23,Ukraine,low_ceiling_1000m,4030,Ukraine,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2022-01-23|Vinnytsia,2044|2022-01-23|Vinnytsia|ctrl2,2044,2022-01-23,Ukraine,low_ceiling_1000m,2506,Ukraine,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2022-01-23|Vinnytsia,2044|2022-01-23|Vinnytsia|ctrl3,2044,2022-01-23,Ukraine,low_ceiling_1000m,1089,Ukraine,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2022-01-07|Ensenada,357|2022-01-07|Ensenada|ctrl1,357,2022-01-07,México,fog,5,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2022-01-07|Ensenada,357|2022-01-07|Ensenada|ctrl2,357,2022-01-07,México,fog,5772,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2022-01-07|Ensenada,357|2022-01-07|Ensenada|ctrl3,357,2022-01-07,México,fog,913,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2022-02-20|Ensenada,357|2022-02-20|Ensenada|ctrl1,357,2022-02-20,México,low_vis_5km,5,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2022-02-20|Ensenada,357|2022-02-20|Ensenada|ctrl2,357,2022-02-20,México,low_vis_5km,5772,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2022-02-20|Ensenada,357|2022-02-20|Ensenada|ctrl3,357,2022-02-20,México,low_vis_5km,913,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2022-11-21|Stalowa Wola,4225|2022-11-21|Stalowa Wola|ctrl1,4225,2022-11-21,Poland,fog,3403,Poland,0.0,0.0,0.0,4339.0,2022-11-22,Poland,same_year_hazard_control_country,0.0,0.0,0.0,ok
4225|2022-11-21|Stalowa Wola,4225|2022-11-21|Stalowa Wola|ctrl2,4225,2022-11-21,Poland,fog,3349,Poland,0.0,0.0,0.0,4339.0,2022-11-22,Poland,same_year_hazard_control_country,0.0,0.0,0.0,ok
4225|2022-11-21|Stalowa Wola,4225|2022-11-21|Stalowa Wola|ctrl3,4225,2022-11-21,Poland,fog,1080,Poland,0.0,0.0,0.0,4339.0,2022-11-22,Poland,same_year_hazard_control_country,0.0,0.0,0.0,ok
4225|2022-11-25|Stalowa Wola,4225|2022-11-25|Stalowa Wola|ctrl1,4225,2022-11-25,Poland,low_ceiling_1000m,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2022-11-25|Stalowa Wola,4225|2022-11-25|Stalowa Wola|ctrl2,4225,2022-11-25,Poland,low_ceiling_1000m,3349,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2022-11-25|Stalowa Wola,4225|2022-11-25|Stalowa Wola|ctrl3,4225,2022-11-25,Poland,low_ceiling_1000m,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2023-12-08|Celaya,4942|2023-12-08|Celaya|ctrl1,4942,2023-12-08,México,low_ceiling_1000m,6696,México,0.0,0.0,0.0,6023.0,2023-11-27,México,same_year_hazard_control_country,0.053333,0.053333,-0.053333,ok
4942|2023-12-08|Celaya,4942|2023-12-08|Celaya|ctrl2,4942,2023-12-08,México,low_ceiling_1000m,4288,México,0.0,0.0,0.0,6023.0,2023-11-27,México,same_year_hazard_control_country,0.053333,0.053333,-0.053333,ok
4942|2023-12-08|Celaya,4942|2023-12-08|Celaya|ctrl3,4942,2023-12-08,México,low_ceiling_1000m,4212,México,0.0,0.0,0.0,6023.0,2023-11-27,México,same_year_hazard_control_country,0.053333,0.053333,-0.053333,ok
4942|2023-12-12|Celaya,4942|2023-12-12|Celaya|ctrl1,4942,2023-12-12,México,low_ceiling_1000m,6696,México,0.0,0.0,0.0,6023.0,2023-11-27,México,same_year_hazard_control_country,0.053333,0.053333,-0.053333,ok
4942|2023-12-12|Celaya,4942|2023-12-12|Celaya|ctrl2,4942,2023-12-12,México,low_ceiling_1000m,4288,México,0.0,0.003333,-0.003333,6023.0,2023-11-27,México,same_year_hazard_control_country,0.053333,0.05,-0.053333,ok
4942|2023-12-12|Celaya,4942|2023-12-12|Celaya|ctrl3,4942,2023-12-12,México,low_ceiling_1000m,4212,México,0.0,0.0,0.0,6023.0,2023-11-27,México,same_year_hazard_control_country,0.053333,0.053333,-0.053333,ok
4379|2023-07-09|Karadeniz Ereğli,4379|2023-07-09|Karadeniz Ereğli|ctrl1,4379,2023-07-09,Turkey,thunder_or_convective,858,Turkey,2.066111,0.0,2.066111,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2023-07-09|Karadeniz Ereğli,4379|2023-07-09|Karadeniz Ereğli|ctrl2,4379,2023-07-09,Turkey,thunder_or_convective,3459,Turkey,2.066111,0.982778,1.083333,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2023-07-09|Karadeniz Ereğli,4379|2023-07-09|Karadeniz Ereğli|ctrl3,4379,2023-07-09,Turkey,thunder_or_convective,5938,Turkey,2.066111,0.0,2.066111,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2023-04-27|Karadeniz Ereğli,4379|2023-04-27|Karadeniz Ereğli|ctrl1,4379,2023-04-27,Turkey,thunder_or_convective,858,Turkey,1.011111,1.423333,-0.412222,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2023-04-27|Karadeniz Ereğli,4379|2023-04-27|Karadeniz Ereğli|ctrl2,4379,2023-04-27,Turkey,thunder_or_convective,3459,Turkey,1.011111,3.523333,-2.512222,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2023-04-27|Karadeniz Ereğli,4379|2023-04-27|Karadeniz Ereğli|ctrl3,4379,2023-04-27,Turkey,thunder_or_convective,5938,Turkey,1.011111,0.666111,0.345,,,,missing_false_event_donor,,,,missing_false_event_or_metric
10954|2023-01-02|Giridih,10954|2023-01-02|Giridih|ctrl1,10954,2023-01-02,India,low_vis_5km,10080,India,0.0,0.0,0.0,10936.0,2023-01-17,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10954|2023-01-02|Giridih,10954|2023-01-02|Giridih|ctrl2,10954,2023-01-02,India,low_vis_5km,11398,India,0.0,0.0,0.0,10936.0,2023-01-17,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10954|2023-01-02|Giridih,10954|2023-01-02|Giridih|ctrl3,10954,2023-01-02,India,low_vis_5km,10060,India,0.0,0.0,0.0,10936.0,2023-01-17,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10954|2023-01-17|Giridih,10954|2023-01-17|Giridih|ctrl1,10954,2023-01-17,India,low_vis_5km,10080,India,0.0,0.0,0.0,10936.0,2023-01-02,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10954|2023-01-17|Giridih,10954|2023-01-17|Giridih|ctrl2,10954,2023-01-17,India,low_vis_5km,11398,India,0.0,0.0,0.0,10936.0,2023-01-02,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10954|2023-01-17|Giridih,10954|2023-01-17|Giridih|ctrl3,10954,2023-01-17,India,low_vis_5km,10060,India,0.0,0.0,0.0,10936.0,2023-01-02,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
175|2023-09-12|Điện Biên Phủ,175|2023-09-12|Điện Biên Phủ|ctrl1,175,2023-09-12,Vietnam,thunder_or_convective,1739,Vietnam,0.0,0.048889,-0.048889,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2023-09-12|Điện Biên Phủ,175|2023-09-12|Điện Biên Phủ|ctrl2,175,2023-09-12,Vietnam,thunder_or_convective,3097,Vietnam,0.0,2.579444,-2.579444,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2023-09-12|Điện Biên Phủ,175|2023-09-12|Điện Biên Phủ|ctrl3,175,2023-09-12,Vietnam,thunder_or_convective,3961,Vietnam,0.0,0.460556,-0.460556,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2023-04-26|Điện Biên Phủ,175|2023-04-26|Điện Biên Phủ|ctrl1,175,2023-04-26,Vietnam,low_ceiling_1000m,1739,Vietnam,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2023-04-26|Điện Biên Phủ,175|2023-04-26|Điện Biên Phủ|ctrl2,175,2023-04-26,Vietnam,low_ceiling_1000m,3097,Vietnam,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2023-04-26|Điện Biên Phủ,175|2023-04-26|Điện Biên Phủ|ctrl3,175,2023-04-26,Vietnam,low_ceiling_1000m,3961,Vietnam,0.0,0.007778,-0.007778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
7672|2023-01-04|Zigong,7672|2023-01-04|Zigong|ctrl1,7672,2023-01-04,China,low_vis_5km,10851,China,0.0,0.0,0.0,10433.0,2023-02-17,China,same_year_hazard_control_country,0.381111,0.381111,-0.381111,ok
7672|2023-01-04|Zigong,7672|2023-01-04|Zigong|ctrl2,7672,2023-01-04,China,low_vis_5km,9653,China,0.0,0.0,0.0,10433.0,2023-02-17,China,same_year_hazard_control_country,0.381111,0.381111,-0.381111,ok
7672|2023-01-04|Zigong,7672|2023-01-04|Zigong|ctrl3,7672,2023-01-04,China,low_vis_5km,7775,China,0.0,0.029444,-0.029444,10433.0,2023-02-17,China,same_year_hazard_control_country,0.381111,0.351667,-0.381111,ok
7672|2023-02-07|Zigong,7672|2023-02-07|Zigong|ctrl1,7672,2023-02-07,China,low_vis_5km,10851,China,0.0,0.0,0.0,10433.0,2023-02-17,China,same_year_hazard_control_country,0.381111,0.381111,-0.381111,ok
7672|2023-02-07|Zigong,7672|2023-02-07|Zigong|ctrl2,7672,2023-02-07,China,low_vis_5km,9653,China,0.0,0.0,0.0,10433.0,2023-02-17,China,same_year_hazard_control_country,0.381111,0.381111,-0.381111,ok
7672|2023-02-07|Zigong,7672|2023-02-07|Zigong|ctrl3,7672,2023-02-07,China,low_vis_5km,7775,China,0.0,0.556667,-0.556667,10433.0,2023-02-17,China,same_year_hazard_control_country,0.381111,-0.175556,-0.381111,ok
10936|2023-01-02|Phusro,10936|2023-01-02|Phusro|ctrl1,10936,2023-01-02,India,low_vis_5km,10422,India,0.0,0.0,0.0,10954.0,2023-01-17,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10936|2023-01-02|Phusro,10936|2023-01-02|Phusro|ctrl2,10936,2023-01-02,India,low_vis_5km,7703,India,0.0,0.0,0.0,10954.0,2023-01-17,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10936|2023-01-02|Phusro,10936|2023-01-02|Phusro|ctrl3,10936,2023-01-02,India,low_vis_5km,10228,India,0.0,0.0,0.0,10954.0,2023-01-17,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10936|2023-01-17|Phusro,10936|2023-01-17|Phusro|ctrl1,10936,2023-01-17,India,low_vis_5km,10422,India,0.0,0.0,0.0,10954.0,2023-01-02,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10936|2023-01-17|Phusro,10936|2023-01-17|Phusro|ctrl2,10936,2023-01-17,India,low_vis_5km,7703,India,0.0,0.0,0.0,10954.0,2023-01-02,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10936|2023-01-17|Phusro,10936|2023-01-17|Phusro|ctrl3,10936,2023-01-17,India,low_vis_5km,10228,India,0.0,0.0,0.0,10954.0,2023-01-02,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
4263|2023-12-14|Rzeszów,4263|2023-12-14|Rzeszów|ctrl1,4263,2023-12-14,Poland,low_ceiling_300m,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2023-12-14|Rzeszów,4263|2023-12-14|Rzeszów|ctrl2,4263,2023-12-14,Poland,low_ceiling_300m,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2023-12-14|Rzeszów,4263|2023-12-14|Rzeszów|ctrl3,4263,2023-12-14,Poland,low_ceiling_300m,3939,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2023-01-22|Rzeszów,4263|2023-01-22|Rzeszów|ctrl1,4263,2023-01-22,Poland,low_ceiling_1000m,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2023-01-22|Rzeszów,4263|2023-01-22|Rzeszów|ctrl2,4263,2023-01-22,Poland,low_ceiling_1000m,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2023-01-22|Rzeszów,4263|2023-01-22|Rzeszów|ctrl3,4263,2023-01-22,Poland,low_ceiling_1000m,3939,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2023-03-08|Belgorod,3944|2023-03-08|Belgorod|ctrl1,3944,2023-03-08,Russia,fog,6031,Russia,0.116111,0.0,0.116111,6403.0,2023-01-28,Russia,same_year_hazard_control_country,0.0,0.0,0.116111,ok
3944|2023-03-08|Belgorod,3944|2023-03-08|Belgorod|ctrl2,3944,2023-03-08,Russia,fog,7378,Russia,0.116111,0.0,0.116111,6403.0,2023-01-28,Russia,same_year_hazard_control_country,0.0,0.0,0.116111,ok
3944|2023-03-08|Belgorod,3944|2023-03-08|Belgorod|ctrl3,3944,2023-03-08,Russia,fog,6191,Russia,0.116111,0.0,0.116111,6403.0,2023-01-28,Russia,same_year_hazard_control_country,0.0,0.0,0.116111,ok
3944|2023-12-18|Belgorod,3944|2023-12-18|Belgorod|ctrl1,3944,2023-12-18,Russia,low_vis_5km,6031,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2023-12-18|Belgorod,3944|2023-12-18|Belgorod|ctrl2,3944,2023-12-18,Russia,low_vis_5km,7378,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2023-12-18|Belgorod,3944|2023-12-18|Belgorod|ctrl3,3944,2023-12-18,Russia,low_vis_5km,6191,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2023-01-28|Nizhnekamsk,6403|2023-01-28|Nizhnekamsk|ctrl1,6403,2023-01-28,Russia,fog,6031,Russia,0.0,0.0,0.0,3944.0,2023-03-08,Russia,same_year_hazard_control_country,0.116111,0.116111,-0.116111,ok
6403|2023-01-28|Nizhnekamsk,6403|2023-01-28|Nizhnekamsk|ctrl2,6403,2023-01-28,Russia,fog,6242,Russia,0.0,0.0,0.0,3944.0,2023-03-08,Russia,same_year_hazard_control_country,0.116111,0.116111,-0.116111,ok
6403|2023-01-28|Nizhnekamsk,6403|2023-01-28|Nizhnekamsk|ctrl3,6403,2023-01-28,Russia,fog,6191,Russia,0.0,0.0,0.0,3944.0,2023-03-08,Russia,same_year_hazard_control_country,0.116111,0.116111,-0.116111,ok
6403|2023-10-29|Nizhnekamsk,6403|2023-10-29|Nizhnekamsk|ctrl1,6403,2023-10-29,Russia,low_ceiling_300m,6031,Russia,0.026667,0.0,0.026667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2023-10-29|Nizhnekamsk,6403|2023-10-29|Nizhnekamsk|ctrl2,6403,2023-10-29,Russia,low_ceiling_300m,6242,Russia,0.026667,0.449444,-0.422777,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2023-10-29|Nizhnekamsk,6403|2023-10-29|Nizhnekamsk|ctrl3,6403,2023-10-29,Russia,low_ceiling_300m,6191,Russia,0.026667,1.430556,-1.403889,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2023-01-04|Brest,56|2023-01-04|Brest|ctrl1,56,2023-01-04,France,low_vis_5km,1585,France,0.689444,0.0,0.689444,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2023-01-04|Brest,56|2023-01-04|Brest|ctrl2,56,2023-01-04,France,low_vis_5km,544,France,0.689444,0.992778,-0.303334,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2023-01-04|Brest,56|2023-01-04|Brest|ctrl3,56,2023-01-04,France,low_vis_5km,944,France,0.689444,0.0,0.689444,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2023-07-31|Brest,56|2023-07-31|Brest|ctrl1,56,2023-07-31,France,low_vis_5km,1585,France,2.048333,0.225556,1.822777,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2023-07-31|Brest,56|2023-07-31|Brest|ctrl2,56,2023-07-31,France,low_vis_5km,544,France,2.048333,0.09,1.958333,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2023-07-31|Brest,56|2023-07-31|Brest|ctrl3,56,2023-07-31,France,low_vis_5km,944,France,2.048333,2.319444,-0.271111,,,,missing_false_event_donor,,,,missing_false_event_or_metric
10210|2023-03-19|Neyveli Township,10210|2023-03-19|Neyveli Township|ctrl1,10210,2023-03-19,India,low_vis_5km,9624,India,0.0,0.0,0.0,10936.0,2023-01-17,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10210|2023-03-19|Neyveli Township,10210|2023-03-19|Neyveli Township|ctrl2,10210,2023-03-19,India,low_vis_5km,9614,India,0.0,0.0,0.0,10936.0,2023-01-17,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10210|2023-03-19|Neyveli Township,10210|2023-03-19|Neyveli Township|ctrl3,10210,2023-03-19,India,low_vis_5km,10422,India,0.0,0.0,0.0,10936.0,2023-01-17,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10210|2023-08-12|Neyveli Township,10210|2023-08-12|Neyveli Township|ctrl1,10210,2023-08-12,India,low_vis_5km,9624,India,2.102222,0.0,2.102222,10936.0,2023-01-17,India,same_year_hazard_control_country,0.0,0.0,2.102222,ok
10210|2023-08-12|Neyveli Township,10210|2023-08-12|Neyveli Township|ctrl2,10210,2023-08-12,India,low_vis_5km,9614,India,2.102222,0.056111,2.046111,10936.0,2023-01-17,India,same_year_hazard_control_country,0.0,-0.056111,2.102222,ok
10210|2023-08-12|Neyveli Township,10210|2023-08-12|Neyveli Township|ctrl3,10210,2023-08-12,India,low_vis_5km,10422,India,2.102222,0.443333,1.658889,10936.0,2023-01-17,India,same_year_hazard_control_country,0.0,-0.443333,2.102222,ok
4339|2023-01-23|Lublin,4339|2023-01-23|Lublin|ctrl1,4339,2023-01-23,Poland,low_vis_5km,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2023-01-23|Lublin,4339|2023-01-23|Lublin|ctrl2,4339,2023-01-23,Poland,low_vis_5km,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2023-01-23|Lublin,4339|2023-01-23|Lublin|ctrl3,4339,2023-01-23,Poland,low_vis_5km,4107,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2023-01-22|Lublin,4339|2023-01-22|Lublin|ctrl1,4339,2023-01-22,Poland,low_vis_5km,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2023-01-22|Lublin,4339|2023-01-22|Lublin|ctrl2,4339,2023-01-22,Poland,low_vis_5km,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2023-01-22|Lublin,4339|2023-01-22|Lublin|ctrl3,4339,2023-01-22,Poland,low_vis_5km,4107,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2023-12-14|Stalowa Wola,4225|2023-12-14|Stalowa Wola|ctrl1,4225,2023-12-14,Poland,low_ceiling_300m,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2023-12-14|Stalowa Wola,4225|2023-12-14|Stalowa Wola|ctrl2,4225,2023-12-14,Poland,low_ceiling_300m,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2023-12-14|Stalowa Wola,4225|2023-12-14|Stalowa Wola|ctrl3,4225,2023-12-14,Poland,low_ceiling_300m,3349,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2023-01-22|Stalowa Wola,4225|2023-01-22|Stalowa Wola|ctrl1,4225,2023-01-22,Poland,low_ceiling_1000m,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2023-01-22|Stalowa Wola,4225|2023-01-22|Stalowa Wola|ctrl2,4225,2023-01-22,Poland,low_ceiling_1000m,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2023-01-22|Stalowa Wola,4225|2023-01-22|Stalowa Wola|ctrl3,4225,2023-01-22,Poland,low_ceiling_1000m,3349,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6023|2023-11-27|Ciudad Valles,6023|2023-11-27|Ciudad Valles|ctrl1,6023,2023-11-27,México,low_ceiling_1000m,5931,México,0.053333,0.0,0.053333,4942.0,2023-12-12,México,same_year_hazard_control_country,0.0,0.0,0.053333,ok
6023|2023-11-27|Ciudad Valles,6023|2023-11-27|Ciudad Valles|ctrl2,6023,2023-11-27,México,low_ceiling_1000m,913,México,0.053333,0.0,0.053333,4942.0,2023-12-12,México,same_year_hazard_control_country,0.0,0.0,0.053333,ok
6023|2023-11-27|Ciudad Valles,6023|2023-11-27|Ciudad Valles|ctrl3,6023,2023-11-27,México,low_ceiling_1000m,5665,México,0.053333,0.0,0.053333,4942.0,2023-12-12,México,same_year_hazard_control_country,0.0,0.0,0.053333,ok
