match_id,control_id,event_component_id,event_date_utc,event_country,dominant_hazard,control_component_id,control_country,observed_event_gpm_mm,control_gpm_mm,observed_diff,false_event_source_event_component_id,false_event_date_utc,false_event_source_country,false_event_source_rule,false_event_gpm_mm,false_event_diff,observed_minus_false_event_diff,false_event_status
175|2021-07-28|Điện Biên Phủ,175|2021-07-28|Điện Biên Phủ|ctrl1,175,2021-07-28,Vietnam,thunder_or_convective,1739,Vietnam,0.003889,0.088333,-0.084444,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2021-07-28|Điện Biên Phủ,175|2021-07-28|Điện Biên Phủ|ctrl2,175,2021-07-28,Vietnam,thunder_or_convective,5031,Vietnam,0.003889,0.0,0.003889,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2021-07-28|Điện Biên Phủ,175|2021-07-28|Điện Biên Phủ|ctrl3,175,2021-07-28,Vietnam,thunder_or_convective,1915,Vietnam,0.003889,1.123889,-1.12,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2021-05-01|Điện Biên Phủ,175|2021-05-01|Điện Biên Phủ|ctrl1,175,2021-05-01,Vietnam,thunder_or_convective,1739,Vietnam,3.065556,0.124444,2.941112,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2021-05-01|Điện Biên Phủ,175|2021-05-01|Điện Biên Phủ|ctrl2,175,2021-05-01,Vietnam,thunder_or_convective,5031,Vietnam,3.065556,0.0,3.065556,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2021-05-01|Điện Biên Phủ,175|2021-05-01|Điện Biên Phủ|ctrl3,175,2021-05-01,Vietnam,thunder_or_convective,1915,Vietnam,3.065556,0.003333,3.062223,,,,missing_false_event_donor,,,,missing_false_event_or_metric
7672|2021-12-10|Zigong,7672|2021-12-10|Zigong|ctrl1,7672,2021-12-10,China,low_vis_5km,10851,China,0.0,0.0,0.0,10433.0,2021-08-22,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
7672|2021-12-10|Zigong,7672|2021-12-10|Zigong|ctrl2,7672,2021-12-10,China,low_vis_5km,9653,China,0.0,0.0,0.0,10433.0,2021-08-22,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
7672|2021-12-10|Zigong,7672|2021-12-10|Zigong|ctrl3,7672,2021-12-10,China,low_vis_5km,11127,China,0.0,0.0,0.0,10433.0,2021-08-22,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
7672|2021-11-03|Zigong,7672|2021-11-03|Zigong|ctrl1,7672,2021-11-03,China,low_vis_5km,10851,China,0.0,0.0,0.0,10433.0,2021-08-22,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
7672|2021-11-03|Zigong,7672|2021-11-03|Zigong|ctrl2,7672,2021-11-03,China,low_vis_5km,9653,China,0.0,0.0,0.0,10433.0,2021-08-22,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
7672|2021-11-03|Zigong,7672|2021-11-03|Zigong|ctrl3,7672,2021-11-03,China,low_vis_5km,11127,China,0.0,0.0,0.0,10433.0,2021-08-22,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
10936|2021-05-07|Phusro,10936|2021-05-07|Phusro|ctrl1,10936,2021-05-07,India,low_vis_5km,10422,India,0.0,0.261111,-0.261111,10954.0,2021-01-04,India,same_year_hazard_control_country,0.0,-0.261111,0.0,ok
10936|2021-05-07|Phusro,10936|2021-05-07|Phusro|ctrl2,10936,2021-05-07,India,low_vis_5km,11394,India,0.0,0.0,0.0,10954.0,2021-01-04,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10936|2021-05-07|Phusro,10936|2021-05-07|Phusro|ctrl3,10936,2021-05-07,India,low_vis_5km,11264,India,0.0,0.283333,-0.283333,10954.0,2021-01-04,India,same_year_hazard_control_country,0.0,-0.283333,0.0,ok
10936|2021-01-04|Phusro,10936|2021-01-04|Phusro|ctrl1,10936,2021-01-04,India,low_vis_5km,10422,India,0.0,0.0,0.0,10954.0,2021-05-07,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10936|2021-01-04|Phusro,10936|2021-01-04|Phusro|ctrl2,10936,2021-01-04,India,low_vis_5km,11394,India,0.0,0.0,0.0,10954.0,2021-05-07,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10936|2021-01-04|Phusro,10936|2021-01-04|Phusro|ctrl3,10936,2021-01-04,India,low_vis_5km,11264,India,0.0,0.0,0.0,10954.0,2021-05-07,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
4263|2021-12-15|Rzeszów,4263|2021-12-15|Rzeszów|ctrl1,4263,2021-12-15,Poland,low_ceiling_300m,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2021-12-15|Rzeszów,4263|2021-12-15|Rzeszów|ctrl2,4263,2021-12-15,Poland,low_ceiling_300m,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2021-12-15|Rzeszów,4263|2021-12-15|Rzeszów|ctrl3,4263,2021-12-15,Poland,low_ceiling_300m,4107,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2021-11-17|Rzeszów,4263|2021-11-17|Rzeszów|ctrl1,4263,2021-11-17,Poland,fog,3403,Poland,0.005556,0.0,0.005556,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2021-11-17|Rzeszów,4263|2021-11-17|Rzeszów|ctrl2,4263,2021-11-17,Poland,fog,1080,Poland,0.005556,0.051667,-0.046111,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2021-11-17|Rzeszów,4263|2021-11-17|Rzeszów|ctrl3,4263,2021-11-17,Poland,fog,4107,Poland,0.005556,0.0,0.005556,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2021-01-23|Belgorod,3944|2021-01-23|Belgorod|ctrl1,3944,2021-01-23,Russia,low_vis_5km,6031,Russia,0.0,0.227778,-0.227778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2021-01-23|Belgorod,3944|2021-01-23|Belgorod|ctrl2,3944,2021-01-23,Russia,low_vis_5km,7378,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2021-01-23|Belgorod,3944|2021-01-23|Belgorod|ctrl3,3944,2021-01-23,Russia,low_vis_5km,6673,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2021-02-25|Belgorod,3944|2021-02-25|Belgorod|ctrl1,3944,2021-02-25,Russia,low_vis_5km,6031,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2021-02-25|Belgorod,3944|2021-02-25|Belgorod|ctrl2,3944,2021-02-25,Russia,low_vis_5km,7378,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2021-02-25|Belgorod,3944|2021-02-25|Belgorod|ctrl3,3944,2021-02-25,Russia,low_vis_5km,6673,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2021-12-29|Brest,56|2021-12-29|Brest|ctrl1,56,2021-12-29,France,fog,544,France,0.0,0.067778,-0.067778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2021-12-29|Brest,56|2021-12-29|Brest|ctrl2,56,2021-12-29,France,fog,1681,France,0.0,0.405,-0.405,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2021-12-29|Brest,56|2021-12-29|Brest|ctrl3,56,2021-12-29,France,fog,2940,France,0.0,0.606111,-0.606111,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2021-12-03|Brest,56|2021-12-03|Brest|ctrl1,56,2021-12-03,France,low_ceiling_1000m,544,France,1.181111,0.491111,0.69,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2021-12-03|Brest,56|2021-12-03|Brest|ctrl2,56,2021-12-03,France,low_ceiling_1000m,1681,France,1.181111,0.096667,1.084444,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2021-12-03|Brest,56|2021-12-03|Brest|ctrl3,56,2021-12-03,France,low_ceiling_1000m,2940,France,1.181111,0.0,1.181111,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2021-01-24|Nizhnekamsk,6403|2021-01-24|Nizhnekamsk|ctrl1,6403,2021-01-24,Russia,low_ceiling_1000m,6031,Russia,0.0,0.037778,-0.037778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2021-01-24|Nizhnekamsk,6403|2021-01-24|Nizhnekamsk|ctrl2,6403,2021-01-24,Russia,low_ceiling_1000m,6242,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2021-01-24|Nizhnekamsk,6403|2021-01-24|Nizhnekamsk|ctrl3,6403,2021-01-24,Russia,low_ceiling_1000m,6191,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2021-04-09|Nizhnekamsk,6403|2021-04-09|Nizhnekamsk|ctrl1,6403,2021-04-09,Russia,low_ceiling_1000m,6031,Russia,1.043889,1.311111,-0.267222,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2021-04-09|Nizhnekamsk,6403|2021-04-09|Nizhnekamsk|ctrl2,6403,2021-04-09,Russia,low_ceiling_1000m,6242,Russia,1.043889,2.445556,-1.401667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2021-04-09|Nizhnekamsk,6403|2021-04-09|Nizhnekamsk|ctrl3,6403,2021-04-09,Russia,low_ceiling_1000m,6191,Russia,1.043889,0.0,1.043889,,,,missing_false_event_donor,,,,missing_false_event_or_metric
10840|2021-01-29|Rourkela,10840|2021-01-29|Rourkela|ctrl1,10840,2021-01-29,India,low_vis_5km,10132,India,0.0,0.005556,-0.005556,10936.0,2021-01-04,India,same_year_hazard_control_country,0.0,-0.005556,0.0,ok
10840|2021-01-29|Rourkela,10840|2021-01-29|Rourkela|ctrl2,10840,2021-01-29,India,low_vis_5km,10006,India,0.0,0.0,0.0,10936.0,2021-01-04,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10840|2021-01-29|Rourkela,10840|2021-01-29|Rourkela|ctrl3,10840,2021-01-29,India,low_vis_5km,6662,India,0.0,0.0,0.0,10936.0,2021-01-04,India,same_year_hazard_control_country,0.0,0.0,0.0,ok
10840|2021-06-12|Rourkela,10840|2021-06-12|Rourkela|ctrl1,10840,2021-06-12,India,low_vis_5km,10132,India,3.944444,0.558889,3.385555,10936.0,2021-01-04,India,same_year_hazard_control_country,0.0,-0.558889,3.944444,ok
10840|2021-06-12|Rourkela,10840|2021-06-12|Rourkela|ctrl2,10840,2021-06-12,India,low_vis_5km,10006,India,3.944444,0.008333,3.936111,10936.0,2021-01-04,India,same_year_hazard_control_country,0.0,-0.008333,3.944444,ok
10840|2021-06-12|Rourkela,10840|2021-06-12|Rourkela|ctrl3,10840,2021-06-12,India,low_vis_5km,6662,India,3.944444,0.0,3.944444,10936.0,2021-01-04,India,same_year_hazard_control_country,0.0,0.0,3.944444,ok
4339|2021-12-15|Lublin,4339|2021-12-15|Lublin|ctrl1,4339,2021-12-15,Poland,low_vis_5km,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2021-12-15|Lublin,4339|2021-12-15|Lublin|ctrl2,4339,2021-12-15,Poland,low_vis_5km,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2021-12-15|Lublin,4339|2021-12-15|Lublin|ctrl3,4339,2021-12-15,Poland,low_vis_5km,4107,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2021-11-17|Lublin,4339|2021-11-17|Lublin|ctrl1,4339,2021-11-17,Poland,fog,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2021-11-17|Lublin,4339|2021-11-17|Lublin|ctrl2,4339,2021-11-17,Poland,fog,1080,Poland,0.0,0.051667,-0.051667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2021-11-17|Lublin,4339|2021-11-17|Lublin|ctrl3,4339,2021-11-17,Poland,fog,4107,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2021-12-06|Vinnytsia,2044|2021-12-06|Vinnytsia|ctrl1,2044,2021-12-06,Ukraine,low_vis_1km,2506,Ukraine,0.0,0.075,-0.075,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2021-12-06|Vinnytsia,2044|2021-12-06|Vinnytsia|ctrl2,2044,2021-12-06,Ukraine,low_vis_1km,4030,Ukraine,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2021-12-06|Vinnytsia,2044|2021-12-06|Vinnytsia|ctrl3,2044,2021-12-06,Ukraine,low_vis_1km,1089,Ukraine,0.0,0.334444,-0.334444,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2021-12-09|Vinnytsia,2044|2021-12-09|Vinnytsia|ctrl1,2044,2021-12-09,Ukraine,low_ceiling_300m,2506,Ukraine,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2021-12-09|Vinnytsia,2044|2021-12-09|Vinnytsia|ctrl2,2044,2021-12-09,Ukraine,low_ceiling_300m,4030,Ukraine,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2044|2021-12-09|Vinnytsia,2044|2021-12-09|Vinnytsia|ctrl3,2044,2021-12-09,Ukraine,low_ceiling_300m,1089,Ukraine,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2021-12-02|Ensenada,357|2021-12-02|Ensenada|ctrl1,357,2021-12-02,México,fog,5,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2021-12-02|Ensenada,357|2021-12-02|Ensenada|ctrl2,357,2021-12-02,México,fog,913,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2021-12-02|Ensenada,357|2021-12-02|Ensenada|ctrl3,357,2021-12-02,México,fog,6251,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2021-11-04|Ensenada,357|2021-11-04|Ensenada|ctrl1,357,2021-11-04,México,fog,5,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2021-11-04|Ensenada,357|2021-11-04|Ensenada|ctrl2,357,2021-11-04,México,fog,913,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2021-11-04|Ensenada,357|2021-11-04|Ensenada|ctrl3,357,2021-11-04,México,fog,6251,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2021-12-15|Stalowa Wola,4225|2021-12-15|Stalowa Wola|ctrl1,4225,2021-12-15,Poland,low_ceiling_300m,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2021-12-15|Stalowa Wola,4225|2021-12-15|Stalowa Wola|ctrl2,4225,2021-12-15,Poland,low_ceiling_300m,3349,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2021-12-15|Stalowa Wola,4225|2021-12-15|Stalowa Wola|ctrl3,4225,2021-12-15,Poland,low_ceiling_300m,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2021-11-17|Stalowa Wola,4225|2021-11-17|Stalowa Wola|ctrl1,4225,2021-11-17,Poland,fog,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2021-11-17|Stalowa Wola,4225|2021-11-17|Stalowa Wola|ctrl2,4225,2021-11-17,Poland,fog,3349,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2021-11-17|Stalowa Wola,4225|2021-11-17|Stalowa Wola|ctrl3,4225,2021-11-17,Poland,fog,1080,Poland,0.0,0.051667,-0.051667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2022-12-26|Celaya,4942|2022-12-26|Celaya|ctrl1,4942,2022-12-26,México,low_ceiling_1000m,6696,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2022-12-26|Celaya,4942|2022-12-26|Celaya|ctrl2,4942,2022-12-26,México,low_ceiling_1000m,4288,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2022-12-26|Celaya,4942|2022-12-26|Celaya|ctrl3,4942,2022-12-26,México,low_ceiling_1000m,4134,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2022-08-22|Celaya,4942|2022-08-22|Celaya|ctrl1,4942,2022-08-22,México,low_ceiling_1000m,6696,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2022-08-22|Celaya,4942|2022-08-22|Celaya|ctrl2,4942,2022-08-22,México,low_ceiling_1000m,4288,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2022-08-22|Celaya,4942|2022-08-22|Celaya|ctrl3,4942,2022-08-22,México,low_ceiling_1000m,4134,México,0.0,0.598333,-0.598333,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2022-03-19|Karadeniz Ereğli,4379|2022-03-19|Karadeniz Ereğli|ctrl1,4379,2022-03-19,Turkey,low_ceiling_1000m,3459,Turkey,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2022-03-19|Karadeniz Ereğli,4379|2022-03-19|Karadeniz Ereğli|ctrl2,4379,2022-03-19,Turkey,low_ceiling_1000m,858,Turkey,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2022-03-19|Karadeniz Ereğli,4379|2022-03-19|Karadeniz Ereğli|ctrl3,4379,2022-03-19,Turkey,low_ceiling_1000m,4341,Turkey,0.0,0.929444,-0.929444,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2022-06-27|Karadeniz Ereğli,4379|2022-06-27|Karadeniz Ereğli|ctrl1,4379,2022-06-27,Turkey,thunder_or_convective,3459,Turkey,7.12,0.0,7.12,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2022-06-27|Karadeniz Ereğli,4379|2022-06-27|Karadeniz Ereğli|ctrl2,4379,2022-06-27,Turkey,thunder_or_convective,858,Turkey,7.12,0.051111,7.068889,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2022-06-27|Karadeniz Ereğli,4379|2022-06-27|Karadeniz Ereğli|ctrl3,4379,2022-06-27,Turkey,thunder_or_convective,4341,Turkey,7.12,3.846667,3.273333,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2022-09-14|Điện Biên Phủ,175|2022-09-14|Điện Biên Phủ|ctrl1,175,2022-09-14,Vietnam,fog,1739,Vietnam,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2022-09-14|Điện Biên Phủ,175|2022-09-14|Điện Biên Phủ|ctrl2,175,2022-09-14,Vietnam,fog,5031,Vietnam,0.0,0.151667,-0.151667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2022-09-14|Điện Biên Phủ,175|2022-09-14|Điện Biên Phủ|ctrl3,175,2022-09-14,Vietnam,fog,3097,Vietnam,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2022-05-20|Điện Biên Phủ,175|2022-05-20|Điện Biên Phủ|ctrl1,175,2022-05-20,Vietnam,thunder_or_convective,1739,Vietnam,2.977222,0.0,2.977222,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2022-05-20|Điện Biên Phủ,175|2022-05-20|Điện Biên Phủ|ctrl2,175,2022-05-20,Vietnam,thunder_or_convective,5031,Vietnam,2.977222,0.196111,2.781111,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2022-05-20|Điện Biên Phủ,175|2022-05-20|Điện Biên Phủ|ctrl3,175,2022-05-20,Vietnam,thunder_or_convective,3097,Vietnam,2.977222,0.0,2.977222,,,,missing_false_event_donor,,,,missing_false_event_or_metric
10954|2022-01-10|Giridih,10954|2022-01-10|Giridih|ctrl1,10954,2022-01-10,India,low_vis_5km,10132,India,0.0,0.0,0.0,10936.0,2022-01-11,India,same_year_hazard_control_country,1.946111,1.946111,-1.946111,ok
10954|2022-01-10|Giridih,10954|2022-01-10|Giridih|ctrl2,10954,2022-01-10,India,low_vis_5km,10080,India,0.0,0.033333,-0.033333,10936.0,2022-01-11,India,same_year_hazard_control_country,1.946111,1.912778,-1.946111,ok
10954|2022-01-10|Giridih,10954|2022-01-10|Giridih|ctrl3,10954,2022-01-10,India,low_vis_5km,11432,India,0.0,0.0,0.0,10936.0,2022-01-11,India,same_year_hazard_control_country,1.946111,1.946111,-1.946111,ok
10954|2022-01-11|Giridih,10954|2022-01-11|Giridih|ctrl1,10954,2022-01-11,India,low_vis_5km,10132,India,3.687222,0.0,3.687222,10936.0,2022-01-10,India,same_year_hazard_control_country,0.0,0.0,3.687222,ok
10954|2022-01-11|Giridih,10954|2022-01-11|Giridih|ctrl2,10954,2022-01-11,India,low_vis_5km,10080,India,3.687222,0.0,3.687222,10936.0,2022-01-10,India,same_year_hazard_control_country,0.0,0.0,3.687222,ok
10954|2022-01-11|Giridih,10954|2022-01-11|Giridih|ctrl3,10954,2022-01-11,India,low_vis_5km,11432,India,3.687222,0.016111,3.671111,10936.0,2022-01-10,India,same_year_hazard_control_country,0.0,-0.016111,3.687222,ok
7672|2022-01-08|Zigong,7672|2022-01-08|Zigong|ctrl1,7672,2022-01-08,China,fog,10851,China,0.036667,0.0,0.036667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
7672|2022-01-08|Zigong,7672|2022-01-08|Zigong|ctrl2,7672,2022-01-08,China,fog,9653,China,0.036667,0.0,0.036667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
7672|2022-01-08|Zigong,7672|2022-01-08|Zigong|ctrl3,7672,2022-01-08,China,fog,7775,China,0.036667,0.083333,-0.046666,,,,missing_false_event_donor,,,,missing_false_event_or_metric
7672|2022-01-07|Zigong,7672|2022-01-07|Zigong|ctrl1,7672,2022-01-07,China,fog,10851,China,0.0,0.0,0.0,10433.0,2022-01-08,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
7672|2022-01-07|Zigong,7672|2022-01-07|Zigong|ctrl2,7672,2022-01-07,China,fog,9653,China,0.0,0.0,0.0,10433.0,2022-01-08,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
7672|2022-01-07|Zigong,7672|2022-01-07|Zigong|ctrl3,7672,2022-01-07,China,fog,7775,China,0.0,0.0,0.0,10433.0,2022-01-08,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
3150|2022-02-27|Jiayuguan,3150|2022-02-27|Jiayuguan|ctrl1,3150,2022-02-27,China,gust_15ms,2595,China,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3150|2022-02-27|Jiayuguan,3150|2022-02-27|Jiayuguan|ctrl2,3150,2022-02-27,China,gust_15ms,1544,China,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3150|2022-02-27|Jiayuguan,3150|2022-02-27|Jiayuguan|ctrl3,3150,2022-02-27,China,gust_15ms,9035,China,0.0,0.008333,-0.008333,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3150|2022-04-08|Jiayuguan,3150|2022-04-08|Jiayuguan|ctrl1,3150,2022-04-08,China,gust_15ms,2595,China,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3150|2022-04-08|Jiayuguan,3150|2022-04-08|Jiayuguan|ctrl2,3150,2022-04-08,China,gust_15ms,1544,China,0.0,0.237778,-0.237778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3150|2022-04-08|Jiayuguan,3150|2022-04-08|Jiayuguan|ctrl3,3150,2022-04-08,China,gust_15ms,9035,China,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
10936|2022-01-10|Phusro,10936|2022-01-10|Phusro|ctrl1,10936,2022-01-10,India,low_vis_5km,10422,India,0.0,0.0,0.0,10954.0,2022-01-11,India,same_year_hazard_control_country,3.687222,3.687222,-3.687222,ok
10936|2022-01-10|Phusro,10936|2022-01-10|Phusro|ctrl2,10936,2022-01-10,India,low_vis_5km,7703,India,0.0,0.0,0.0,10954.0,2022-01-11,India,same_year_hazard_control_country,3.687222,3.687222,-3.687222,ok
10936|2022-01-10|Phusro,10936|2022-01-10|Phusro|ctrl3,10936,2022-01-10,India,low_vis_5km,7510,India,0.0,0.0,0.0,10954.0,2022-01-11,India,same_year_hazard_control_country,3.687222,3.687222,-3.687222,ok
10936|2022-01-11|Phusro,10936|2022-01-11|Phusro|ctrl1,10936,2022-01-11,India,low_vis_5km,10422,India,1.946111,0.512222,1.433889,10954.0,2022-01-10,India,same_year_hazard_control_country,0.0,-0.512222,1.946111,ok
10936|2022-01-11|Phusro,10936|2022-01-11|Phusro|ctrl2,10936,2022-01-11,India,low_vis_5km,7703,India,1.946111,0.0,1.946111,10954.0,2022-01-10,India,same_year_hazard_control_country,0.0,0.0,1.946111,ok
10936|2022-01-11|Phusro,10936|2022-01-11|Phusro|ctrl3,10936,2022-01-11,India,low_vis_5km,7510,India,1.946111,0.560556,1.385555,10210.0,2022-11-11,India,same_year_hazard_control_country,12.109444,11.548888,-10.163333,ok
4263|2022-11-21|Rzeszów,4263|2022-11-21|Rzeszów|ctrl1,4263,2022-11-21,Poland,fog,3403,Poland,0.0,0.0,0.0,4339.0,2022-11-22,Poland,same_year_hazard_control_country,0.0,0.0,0.0,ok
4263|2022-11-21|Rzeszów,4263|2022-11-21|Rzeszów|ctrl2,4263,2022-11-21,Poland,fog,3939,Poland,0.0,0.0,0.0,4339.0,2022-11-22,Poland,same_year_hazard_control_country,0.0,0.0,0.0,ok
4263|2022-11-21|Rzeszów,4263|2022-11-21|Rzeszów|ctrl3,4263,2022-11-21,Poland,fog,1080,Poland,0.0,0.0,0.0,4339.0,2022-11-22,Poland,same_year_hazard_control_country,0.0,0.0,0.0,ok
4263|2022-11-25|Rzeszów,4263|2022-11-25|Rzeszów|ctrl1,4263,2022-11-25,Poland,low_ceiling_1000m,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2022-11-25|Rzeszów,4263|2022-11-25|Rzeszów|ctrl2,4263,2022-11-25,Poland,low_ceiling_1000m,3939,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2022-11-25|Rzeszów,4263|2022-11-25|Rzeszów|ctrl3,4263,2022-11-25,Poland,low_ceiling_1000m,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2022-02-28|Nizhnekamsk,6403|2022-02-28|Nizhnekamsk|ctrl1,6403,2022-02-28,Russia,fog,6031,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2022-02-28|Nizhnekamsk,6403|2022-02-28|Nizhnekamsk|ctrl2,6403,2022-02-28,Russia,fog,6242,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2022-02-28|Nizhnekamsk,6403|2022-02-28|Nizhnekamsk|ctrl3,6403,2022-02-28,Russia,fog,6191,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
