component_id,country,city_name,need_composite_z,public_support_z,expected_public_support_z,support_residual_z,residual_deficit_q75,available_field_expected_public_support_z,available_field_support_residual_z,available_field_q75_flag
49,Mali,Kayes,0.0336560203437811,-0.3329642544070056,0.3823495053920003,-0.715313759799006,False,0.22568350392759312,-0.5586477583345988,False
50,Liberia,Monrovia,0.0038517207172386,0.9970686585206832,0.3456667126593172,0.651401945861366,False,0.25441860011945266,0.7426500584012306,False
52,Côte d'Ivoire,Danané,-0.0228346949904943,-1.3981111062079317,-0.3986368050434224,-0.9994743011645092,False,-0.29420367004135556,-1.1039074361665762,False
53,Ireland,Galway,1.2346294279166543,-0.212964223763745,0.9658509180661976,-1.1788151418299426,True,0.6492325922949874,-0.8621968160587324,True
54,United Kingdom,Derry/Londonderry,1.5911786742158076,1.4153098076682034,0.5408734950771533,0.87443631259105,False,0.8792795610310482,0.5360302466371551,False
55,Burkina Faso,Niangoloko,-1.3339429150595898,-1.4717267601856103,-0.5519008983698995,-0.9198258618157108,False,-0.66166360508102,-0.8100631551045904,False
56,France,Brest,2.553671841832088,-0.5207167453483061,1.1931620224685522,-1.7138787678168583,True,1.0758408649352644,-1.5965576102835706,True
57,Ghana,Dormaa Ahenkro,0.2353162582333856,-1.3919873261425315,-0.2348346989806972,-1.1571526271618344,False,-0.2252992809364322,-1.1666880452060993,False
58,Algeria,Bechar,-0.7046256698951303,-0.4878828607423325,0.3267525657175481,-0.8146354264598807,False,-0.008384990512306937,-0.47949787023002555,False
59,Jersey,St. Helier,2.0510113416597067,1.5768733668404538,0.451895107493353,1.1249782593471007,False,0.8617114869332563,0.7151618799071975,False
60,Togo,Cinkassé,-0.8621655551275563,-1.113941652534804,-0.4038289414364091,-0.7101127110983949,False,-0.4574605116467537,-0.6564811408880503,False
61,Niger,Téra,-1.3015275600738896,-1.464300048191402,-0.267518199066509,-1.196781849124893,False,-0.482423935404034,-0.9818761127873679,False
62,Benin,Tanguieta,-1.5208904981458695,-1.134267390624216,-0.3254445964985399,-0.808822794125676,False,-0.4904881463737548,-0.6437792442504612,False
63,Belgium,Ostend,1.8490742267049696,1.9387627100670064,1.1252312649147918,0.8135314451522146,False,0.9081624905413058,1.0306002195257005,False
64,Nigeria,Idi-Iroko,-0.4873697596552483,-1.314984049149951,-0.4257186394739604,-0.8892654096759904,False,-0.39060974030767664,-0.9243743088422742,False
65,Netherlands,Maasvlakte,0.7250476389982885,1.758241491330593,1.0872937571228127,0.6709477342077803,False,0.6960498334832308,1.0621916578473622,False
66,Norway,Bergen,1.9321593859630035,-0.0570032718853708,1.1485545289306915,-1.2055578008160623,True,0.9317472054947322,-0.988750477380103,True
67,Germany,Aachen,2.184382951673239,1.9797399192280336,1.1731901725694107,0.8065497466586227,False,1.0024225726967702,0.9773173465312635,False
68,Luxembourg,Luxembourg,2.4527374663722323,1.482801681580482,1.1718793444225546,0.3109223371579273,False,1.0296355570094422,0.4531661245710399,False
69,Switzerland,Geneva,1.7376920495856598,1.6628668741418124,1.0199627789618424,0.64290409517997,False,0.7518231672183393,0.9110437069234731,False
70,Italy,Turin,1.709775559508521,1.4239743049947802,0.6498438414011709,0.7741304635936093,False,0.7069762120701854,0.7169980929245948,False
71,São Tomé and Príncipe,São Tomé,0.1871758012954896,-0.3605864112977449,0.404622006434077,-0.7652084177318219,False,0.3631906963535094,-0.7237771076512542,False
72,Denmark,Aalborg,2.173219741139655,1.475179529796952,1.1538254437898856,0.3213540860070665,False,0.9819982064545584,0.49318132334239373,False
73,Austria,Bregenz,0.6521635854041615,1.83322522383352,0.551102857927014,1.2821223659065062,False,0.7412394002700335,1.0919858235634865,False
74,Tunisia,Al-Kaf,-0.3160289804184046,-0.3463844532737326,-0.8138678627401452,0.4674834094664126,False,-0.7090013034906042,0.3626168502168716,False
75,Sweden,Gothenburg,1.6870974949509323,1.5867105029029571,0.9001140470265261,0.6865964558764313,False,0.8266716042950073,0.7600388986079498,False
76,Equatorial Guinea,Malabo,0.5974987834904765,0.8734855650731994,0.1305345331214829,0.7429510319517165,False,0.27372840081875693,0.5997571642544425,False
77,Gabon,Port-Gentil,0.2876195509900912,-0.2809772704475471,0.3325025591579416,-0.6134798296054887,False,0.45355151322977244,-0.7345287836773196,False
78,Cameroon,Limbe,0.0017581687341308,0.1155049154888707,0.3893402008329899,-0.2738352853441191,False,0.294343473204276,-0.1788385577154053,False
79,Czechia,Pilsen,1.661168812201382,1.794397852355028,1.3768801047585562,0.417517747596472,False,1.806825956084005,-0.012428103728977069,False
80,Poland,Szczecin,2.1266841042514537,1.1612380815505512,0.922755426696929,0.2384826548536222,False,0.903668004327093,0.25757007722345815,False
81,Libya,Al Zawiyah,0.4042178317065724,-0.3798046572476697,-0.0020742104285085,-0.3777304468191612,False,-0.009189200051987187,-0.3706154571956825,False
82,Slovenia,Ljubljana,0.8464456659016152,1.9400656419958155,1.2632117615286758,0.6768538804671398,False,1.0851617469686428,0.8549038950271728,False
83,Croatia,Rijeka,1.2981479444320507,1.4091860276028028,0.8272496110075303,0.5819364165952725,False,0.8484467957147834,0.5607392318880193,False
84,Angola,Tômbua,-1.5509281591006367,-1.4321176295498326,0.0242573261256406,-1.4563749556754733,False,-0.1649219509428004,-1.2671956786070322,False
85,Republic of the Congo,Pointe-Noire,0.2772150613266005,1.10736184629432,0.4340349869984914,0.6733268592958286,False,0.40780571384808906,0.6995561324462309,False
86,Democratic Republic of the Congo,Moanda,-0.9270987686329836,1.103713636893657,0.2334832760766882,0.8702303608169689,False,0.1598455428734501,0.943868094020207,False
87,Malta,Valletta,1.4442381031381306,-0.3198046419260397,1.0427808886018148,-1.3625855305278545,True,0.757776939035707,-1.0775815809617466,True
88,Hungary,Sopron,0.5800057551315729,1.739935297730834,0.4665807293449028,1.273354568385931,False,0.633596441702968,1.106338856027866,False
89,Slovakia,Bratislava,1.6515081156591722,1.891792014033462,0.9193665327021348,0.972425481331327,False,0.8280868348968404,1.0637051791366217,False
90,Namibia,Walvis Bay,-0.9806169777771304,-0.6090555301215207,0.3681802416776701,-0.9772357717991909,False,0.030551482514139076,-0.6396070126356598,False
91,Bosnia and Herzegovina,Banja Luka,1.5679799067244873,-0.1239739730261263,0.8602581908615858,-0.9842321638877122,True,0.9183772946143385,-1.0423512676404647,True
92,Chad,Léré,-1.7486420950230253,-1.3462544154413545,-0.036257253791946,-1.3099971616494082,False,-0.2797154230871027,-1.0665389923542519,False
93,Finland,Turku,2.0398822967696475,-0.3814333221586803,0.937361023009488,-1.3187943451681683,True,0.9033107071938105,-1.2847440293524908,True
94,Russia,Kaliningrad,1.8518229251602936,-0.5702281586430283,0.8171998195584849,-1.387427978201513,True,0.7515330033794057,-1.321761162022434,True
95,Lithuania,Klaipėda,1.224382322788531,-0.4704235728962992,0.8224956407601135,-1.2929192136564127,True,0.6732327034289424,-1.1436562763252416,True
96,Central African Republic,Bouar,-0.7685116887863392,-0.4314659082249257,0.0645306609856908,-0.4959965692106166,False,-0.01734466640756272,-0.414121241817363,False
97,Serbia,Subotica,0.7229771303356888,0.9880784282119052,0.314379552793857,0.673698875418048,False,0.4992126702006022,0.48886575801130294,False
98,Montenegro,Nikšić,1.4951071055684406,-0.0658632090012683,1.07257337350878,-1.1384365825100482,True,0.789262304183289,-0.8551255131845573,True
99,Estonia,Tallinn,1.9732765454063512,-0.4383714474476108,0.933773303795415,-1.3721447512430258,True,0.8913159839222047,-1.3296874313698155,True
100,South Africa,Tierkloof,-1.476942925918843,1.0051468364792964,1.080754919208597,-0.0756080827293006,False,1.0306360016842107,-0.025489165204914288,False
101,Albania,Shkoder,0.6168821536473587,-0.3248860764483925,0.339813247095087,-0.6646993235434795,False,0.50419366522837,-0.8290797416767625,True
102,Latvia,Riga,1.1762389768964177,1.5499678225105586,0.836287342070158,0.7136804804404007,False,0.6688264421857457,0.8811413803248129,False
