specification,family,outcome,estimate,ci_low,ci_high,p_value,n_rows,n_clusters,cluster_variable,interval_method,interpretation
main_event_date_cluster,main_gpm,paired_gpm_precip_diff_high_minus_control,0.5185561899224804,0.20110650243660738,0.8360058774083534,0.0014383373777593837,1032,344,event_id,small-sample corrected cluster-robust t interval,Event-date clustering is the primary correction for three controls per event. Component and country clustering are higher-level dependence sensitivities.
main_component_cluster,main_gpm,paired_gpm_precip_diff_high_minus_control,0.5185561899224804,-0.048364426446831366,1.0854768062917923,0.07214303310517975,1032,52,event_component_id,small-sample corrected cluster-robust t interval,Event-date clustering is the primary correction for three controls per event. Component and country clustering are higher-level dependence sensitivities.
main_country_cluster,main_gpm,paired_gpm_precip_diff_high_minus_control,0.5185561899224804,-0.15802420886903756,1.1951365887139984,0.12702030960423405,1032,26,event_country,small-sample corrected cluster-robust t interval,Event-date clustering is the primary correction for three controls per event. Component and country clustering are higher-level dependence sensitivities.
main_adjusted_component_cluster,adjusted_main_gpm,paired_gpm_precip_diff_high_minus_control,0.39571693887929693,0.05142288691335789,0.7400109908452359,0.02512465570458573,1032,52,event_component_id,"OLS adjustment for population density, nearest-airport distance and coast distance; small-sample corrected cluster-robust t interval","Adjusted contrast at zero imbalance in population density, nearest-airport distance and coast distance. Official-station-density adjustment is unavailable because the control field is blank in this export."
main_adjusted_country_cluster,adjusted_main_gpm,paired_gpm_precip_diff_high_minus_control,0.39571693887929693,-0.03270247944011989,0.8241363571987137,0.06870878585670269,1032,26,event_country,"OLS adjustment for population density, nearest-airport distance and coast distance; small-sample corrected cluster-robust t interval","Adjusted contrast at zero imbalance in population density, nearest-airport distance and coast distance. Official-station-density adjustment is unavailable because the control field is blank in this export."
placebo_event_date_cluster,event_minus_placebo,observed_minus_placebo_diff,0.5799866270676691,0.15156144573529445,1.0084118084000437,0.008163088836234204,665,261,match_id,small-sample corrected cluster-robust t interval,Pair-weighted placebo-eligible contrast; higher-level clustering is a dependence sensitivity.
placebo_component_cluster,event_minus_placebo,observed_minus_placebo_diff,0.5799866270676691,-0.20097780428329803,1.3609510584186362,0.14160520795862758,665,45,event_component_id,small-sample corrected cluster-robust t interval,Pair-weighted placebo-eligible contrast; higher-level clustering is a dependence sensitivity.
placebo_country_cluster,event_minus_placebo,observed_minus_placebo_diff,0.5799866270676691,-0.3040019414577262,1.4639751955930644,0.1878721156588379,665,24,event_country,small-sample corrected cluster-robust t interval,Pair-weighted placebo-eligible contrast; higher-level clustering is a dependence sensitivity.
false_event_date_cluster,false_event,observed_minus_false_event_diff,0.07051302902374669,-0.46811789798620873,0.6091439560337021,0.7960274762703068,379,129,match_id,small-sample corrected cluster-robust t interval,Negative-control contrast; intervals crossing zero support the intended boundary.
false_component_cluster,false_event,observed_minus_false_event_diff,0.07051302902374669,-0.884545138016376,1.0255711960638694,0.8816173263436086,379,35,event_component_id,small-sample corrected cluster-robust t interval,Negative-control contrast; intervals crossing zero support the intended boundary.
false_country_cluster,false_event,observed_minus_false_event_diff,0.07051302902374669,-0.15700692038866226,0.29803297843615567,0.514866215854881,379,14,event_country,small-sample corrected cluster-robust t interval,Negative-control contrast; intervals crossing zero support the intended boundary.
