match_id,event_id,event_component_id,control_component_id,event_country,control_country,event_city_name,control_city_name,event_date_utc,event_year,dominant_hazard,event_observability_gap_score_v2,control_observability_gap_score_v2,event_public_hourly_surface_observation_support,control_public_hourly_surface_observation_support,event_denominator_uncertainty_flag,control_denominator_uncertainty_flag,event_koppen_dominant_class,control_koppen_dominant_class,event_centroid_lat,event_centroid_lon,control_centroid_lat,control_centroid_lon,match_stage,match_distance_score,match_country_equal,match_koppen_equal,match_denominator_uncertainty_equal,event_gpm_event_subset_precip_mm_est,control_gpm_event_subset_precip_mm_est,paired_gpm_precip_diff_high_minus_control,event_era5_tp_sum_mm,paired_era5_tp_diff_high_minus_control,event_population_density_proxy,control_population_density_proxy,event_official_station_density_50km,control_official_station_density_50km,event_nearest_airport_km,control_nearest_airport_km,event_coast_distance_km,control_coast_distance_km,event_need_composite_z,control_need_composite_z,event_public_support_z,control_public_support_z,control_era5_2t_mean_c,control_era5_sp_mean,paired_era5_2t_diff_high_minus_control,paired_era5_sp_diff_high_minus_control
4379|2020-06-15|Karadeniz Ereğli,4379|2020-06-15|Karadeniz Ereğli,4379,4341,Turkey,Turkey,Karadeniz Ereğli,Düzce,2020-06-15,2020,low_ceiling_1000m,0.4255751700217459,-0.2002434403486899,0.2020953715052822,,False,False,,,41.265007,31.422627,40.84383926392352,31.157814680057847,same_country_year_koppen_uncertainty_lowgap_p25,0.942545,True,True,True,0.254444,1.791111,-1.536667,20.33329,,4424.80204,6187.665303448276,0.000254647908947,,1.7391893438228485,2.063061364596871,0.5836552227457015,24.0677466235646,1.314925894028547,0.5697651352934204,-1.3302283527170098,1.1237787885973076,15.908095,91402.247396,3.304281,6552.458333
4379|2020-06-15|Karadeniz Ereğli,4379|2020-06-15|Karadeniz Ereğli,4379,858,Turkey,Turkey,Karadeniz Ereğli,Tekirdağ,2020-06-15,2020,low_ceiling_1000m,0.4255751700217459,-0.2980826102857723,0.2020953715052822,,False,False,,,41.265007,31.422627,40.97362181837198,27.521795993298632,same_country_year_koppen_uncertainty_lowgap_p25,0.943033,True,True,True,0.254444,1.52,-1.265556,20.33329,,4424.80204,4822.32412,0.000254647908947,,1.7391893438228485,3.435653266875913,0.5836552227457015,1.2815414559229568,1.314925894028547,0.3218343903788758,-1.3302283527170098,1.379804912608172,22.62595,99638.664062,-3.413574,-1683.958333
175|2020-04-23|Điện Biên Phủ,175|2020-04-23|Điện Biên Phủ,175,1739,Vietnam,Vietnam,Điện Biên Phủ,Phúc Yên,2020-04-23,2020,thunder_or_convective,0.4223236990129126,-0.2195351521657393,0.165440961886418,,False,False,,,21.388702,103.018583,21.239375103723827,105.72237654564918,same_country_year_koppen_uncertainty_lowgap_p25,1.002725,True,True,True,0.0,0.065556,-0.065556,39.526939,,3593.0871382352943,3784.632731,0.0001273239544735,,1.4621449867646352,8.447059325582973,333.03551537488755,92.50786143688232,0.775684414281278,0.7541337248937533,-1.4938766029753543,1.292834206360207,19.551202,101349.4375,1.885987,-10078.083333
175|2020-04-23|Điện Biên Phủ,175|2020-04-23|Điện Biên Phủ,175,5031,Vietnam,Vietnam,Điện Biên Phủ,Trang Bang,2020-04-23,2020,thunder_or_convective,0.4223236990129126,-0.1857652366858249,0.165440961886418,,False,False,,,21.388702,103.018583,11.024954059705768,106.37291346135945,same_country_year_koppen_uncertainty_lowgap_p25,1.042952,True,True,True,0.0,0.0,0.0,39.526939,,3593.0871382352943,3158.056480952381,0.0001273239544735,,1.4621449867646352,12.209831124929222,333.03551537488755,56.9735070891997,0.775684414281278,0.6632076917180186,-1.4938766029753543,0.8833227011357035,31.056818,100879.729167,-9.619629,-9608.375
175|2020-04-23|Điện Biên Phủ,175|2020-04-23|Điện Biên Phủ,175,3961,Vietnam,Vietnam,Điện Biên Phủ,Uông Bí,2020-04-23,2020,thunder_or_convective,0.4223236990129126,-0.2011952900052546,0.165440961886418,,False,False,,,21.388702,103.018583,21.03490777407487,106.76732967765548,same_country_year_koppen_uncertainty_lowgap_p25,1.264373,True,True,True,0.0,0.151667,-0.151667,39.526939,,3593.0871382352943,4098.370023529412,0.0001273239544735,,1.4621449867646352,25.43286032301884,333.03551537488755,1.393744426980823,0.775684414281278,0.710754096916395,-1.4938766029753543,0.7805865185491552,20.423517,100769.1875,1.013672,-9497.833333
175|2020-08-15|Điện Biên Phủ,175|2020-08-15|Điện Biên Phủ,175,1739,Vietnam,Vietnam,Điện Biên Phủ,Phúc Yên,2020-08-15,2020,thunder_or_convective,0.4223236990129126,-0.2195351521657393,0.165440961886418,,False,False,,,21.388702,103.018583,21.239375103723827,105.72237654564918,same_country_year_koppen_uncertainty_lowgap_p25,1.002725,True,True,True,0.826111,0.832778,-0.006667,23.063183,,3593.0871382352943,3784.632731,0.0001273239544735,,1.4621449867646352,8.447059325582973,333.03551537488755,92.50786143688232,0.775684414281278,0.7541337248937533,-1.4938766029753543,1.292834206360207,28.345443,100053.440104,-5.892985,-9332.875
175|2020-08-15|Điện Biên Phủ,175|2020-08-15|Điện Biên Phủ,175,5031,Vietnam,Vietnam,Điện Biên Phủ,Trang Bang,2020-08-15,2020,thunder_or_convective,0.4223236990129126,-0.1857652366858249,0.165440961886418,,False,False,,,21.388702,103.018583,11.024954059705768,106.37291346135945,same_country_year_koppen_uncertainty_lowgap_p25,1.042952,True,True,True,0.826111,0.0,0.826111,23.063183,,3593.0871382352943,3158.056480952381,0.0001273239544735,,1.4621449867646352,12.209831124929222,333.03551537488755,56.9735070891997,0.775684414281278,0.6632076917180186,-1.4938766029753543,0.8833227011357035,27.816553,100786.065104,-5.364095,-10065.5
175|2020-08-15|Điện Biên Phủ,175|2020-08-15|Điện Biên Phủ,175,3961,Vietnam,Vietnam,Điện Biên Phủ,Uông Bí,2020-08-15,2020,thunder_or_convective,0.4223236990129126,-0.2011952900052546,0.165440961886418,,False,False,,,21.388702,103.018583,21.03490777407487,106.76732967765548,same_country_year_koppen_uncertainty_lowgap_p25,1.264373,True,True,True,0.826111,0.010556,0.815555,23.063183,,3593.0871382352943,4098.370023529412,0.0001273239544735,,1.4621449867646352,25.43286032301884,333.03551537488755,1.393744426980823,0.775684414281278,0.710754096916395,-1.4938766029753543,0.7805865185491552,27.292464,99688.898438,-4.840006,-8968.333334
10954|2020-09-01|Giridih,10954|2020-09-01|Giridih,10954,10132,India,India,Giridih,Thanjavur,2020-09-01,2020,thunder_or_convective,0.4166104714056073,-0.2334885646856278,0.219547072900251,,False,False,Aw,,24.171116,86.306248,10.770179217220884,79.13268065039192,same_country_year_koppen_uncertainty_lowgap_p25,1.091242,True,True,True,2.820556,4.448333,-1.627777,24.004459,,5670.705629166667,7401.048096610169,0.0001273239544735,,3.925533527089168,6.228330151614349,256.6828591519296,61.48962511548593,0.8047432120449503,0.4254984198341343,-1.2523130233742632,1.6003912881554467,28.47854,100274.742188,-0.617025,-3343.333334
10954|2020-09-01|Giridih,10954|2020-09-01|Giridih,10954,10080,India,India,Giridih,Siltara,2020-09-01,2020,thunder_or_convective,0.4166104714056073,-0.2416496922833165,0.219547072900251,,False,False,Aw,,24.171116,86.306248,21.367822645426184,81.65945734260364,same_country_year_koppen_uncertainty_lowgap_p25,1.159379,True,True,True,2.820556,0.0,2.820556,24.004459,,5670.705629166667,4028.20720625,0.0001273239544735,,3.925533527089168,15.350854292513652,256.6828591519296,395.2266457776779,0.8047432120449503,0.3629492770930736,-1.2523130233742632,1.0104237107909702,29.908146,97437.200521,-2.046631,-505.791667
10954|2020-09-01|Giridih,10954|2020-09-01|Giridih,10954,11432,India,India,Giridih,Chandpara,2020-09-01,2020,thunder_or_convective,0.4166104714056073,-0.1949362507271476,0.219547072900251,,False,False,Aw,,24.171116,86.306248,22.968342743805323,88.78465529398024,same_country_year_koppen_uncertainty_lowgap_p25,1.258348,True,True,True,2.820556,0.748889,2.071667,24.004459,,5670.705629166667,6661.472346666666,0.0001273239544735,,3.925533527089168,11.100908352194775,256.6828591519296,90.72386133387684,0.8047432120449503,0.0315590667934236,-1.2523130233742632,0.6695767182146742,27.246932,100500.700521,0.614583,-3569.291667
10954|2020-12-10|Giridih,10954|2020-12-10|Giridih,10954,10132,India,India,Giridih,Thanjavur,2020-12-10,2020,low_vis_1km,0.4166104714056073,-0.2334885646856278,0.219547072900251,,False,False,Aw,,24.171116,86.306248,10.770179217220884,79.13268065039192,same_country_year_koppen_uncertainty_lowgap_p25,1.091242,True,True,True,0.0,0.0,0.0,0.0,,5670.705629166667,7401.048096610169,0.0001273239544735,,3.925533527089168,6.228330151614349,256.6828591519296,61.48962511548593,0.8047432120449503,0.4254984198341343,-1.2523130233742632,1.6003912881554467,25.733616,100833.453125,-8.86206,-3094.625
10954|2020-12-10|Giridih,10954|2020-12-10|Giridih,10954,10080,India,India,Giridih,Siltara,2020-12-10,2020,low_vis_1km,0.4166104714056073,-0.2416496922833165,0.219547072900251,,False,False,Aw,,24.171116,86.306248,21.367822645426184,81.65945734260364,same_country_year_koppen_uncertainty_lowgap_p25,1.159379,True,True,True,0.0,0.0,0.0,0.0,,5670.705629166667,4028.20720625,0.0001273239544735,,3.925533527089168,15.350854292513652,256.6828591519296,395.2266457776779,0.8047432120449503,0.3629492770930736,-1.2523130233742632,1.0104237107909702,21.852268,98175.453125,-4.980712,-436.625
10954|2020-12-10|Giridih,10954|2020-12-10|Giridih,10954,11432,India,India,Giridih,Chandpara,2020-12-10,2020,low_vis_1km,0.4166104714056073,-0.1949362507271476,0.219547072900251,,False,False,Aw,,24.171116,86.306248,22.968342743805323,88.78465529398024,same_country_year_koppen_uncertainty_lowgap_p25,1.258348,True,True,True,0.0,0.0,0.0,0.0,,5670.705629166667,6661.472346666666,0.0001273239544735,,3.925533527089168,11.100908352194775,256.6828591519296,90.72386133387684,0.8047432120449503,0.0315590667934236,-1.2523130233742632,0.6695767182146742,19.339573,101331.494792,-2.468017,-3592.666667
10433|2020-05-08|Baishan,10433|2020-05-08|Baishan,10433,10025,China,China,Baishan,Benxi,2020-05-08,2020,low_vis_5km,0.4111256184401182,-0.2087110231687596,0.2293818945893889,,False,False,Dwa,,41.938761,126.424563,41.29145514719016,123.7503761908393,same_country_year_koppen_uncertainty_lowgap_p25,1.80097,True,True,True,0.0,0.083889,-0.083889,7.545471,,13585.061845945946,11034.743119117646,0.000254647908947,,67.4496712980915,42.24078107865443,234.925866865715,130.55749844653494,1.3117874779415983,0.4172512122458943,-1.2084042173734175,1.1954400446817737,11.102065,97234.145833,-0.805013,-4698.541666
10433|2020-05-08|Baishan,10433|2020-05-08|Baishan,10433,9949,China,China,Baishan,Qianjin,2020-05-08,2020,low_vis_5km,0.4111256184401182,-0.3426872307833361,0.2293818945893889,,False,False,Dwa,,41.938761,126.424563,41.7992268165388,123.950078335615,same_country_year_koppen_uncertainty_lowgap_p25,2.469122,True,True,True,0.0,0.0,0.0,7.545471,,13585.061845945946,6225.60304875,0.000254647908947,,67.4496712980915,43.805732992508105,234.925866865715,169.74060090791454,1.3117874779415983,-0.2255613858740468,-1.2084042173734175,0.9563520357454182,12.790053,98868.4375,-2.493001,-6332.833333
10433|2020-05-08|Baishan,10433|2020-05-08|Baishan,10433,9991,China,China,Baishan,Yiyuan,2020-05-08,2020,low_vis_5km,0.4111256184401182,-0.2350898993103939,0.2293818945893889,,False,False,Dwa,,41.938761,126.424563,36.18893061883843,118.1773021512178,same_country_year_koppen_uncertainty_lowgap_p25,2.517518,True,True,True,0.0,0.0,0.0,7.545471,,13585.061845945946,3931.8791425,0.000254647908947,,67.4496712980915,53.171863654829906,234.925866865715,135.88191650475147,1.3117874779415983,0.2566739196616704,-1.2084042173734175,0.9566126221311806,11.160659,96043.520833,-0.863607,-3507.916666
10433|2020-03-09|Baishan,10433|2020-03-09|Baishan,10433,10025,China,China,Baishan,Benxi,2020-03-09,2020,low_vis_5km,0.4111256184401182,-0.2087110231687596,0.2293818945893889,,False,False,Dwa,,41.938761,126.424563,41.29145514719016,123.7503761908393,same_country_year_koppen_uncertainty_lowgap_p25,1.80097,True,True,True,0.001667,0.0,0.001667,3.247261,,13585.061845945946,11034.743119117646,0.000254647908947,,67.4496712980915,42.24078107865443,234.925866865715,130.55749844653494,1.3117874779415983,0.4172512122458943,-1.2084042173734175,1.1954400446817737,1.101038,97428.044271,-1.282797,-5021.75
10433|2020-03-09|Baishan,10433|2020-03-09|Baishan,10433,9949,China,China,Baishan,Qianjin,2020-03-09,2020,low_vis_5km,0.4111256184401182,-0.3426872307833361,0.2293818945893889,,False,False,Dwa,,41.938761,126.424563,41.7992268165388,123.950078335615,same_country_year_koppen_uncertainty_lowgap_p25,2.469122,True,True,True,0.001667,0.0,0.001667,3.247261,,13585.061845945946,6225.60304875,0.000254647908947,,67.4496712980915,43.805732992508105,234.925866865715,169.74060090791454,1.3117874779415983,-0.2255613858740468,-1.2084042173734175,0.9563520357454182,1.405806,99172.294271,-1.587565,-6766.0
10433|2020-03-09|Baishan,10433|2020-03-09|Baishan,10433,9991,China,China,Baishan,Yiyuan,2020-03-09,2020,low_vis_5km,0.4111256184401182,-0.2350898993103939,0.2293818945893889,,False,False,Dwa,,41.938761,126.424563,36.18893061883843,118.1773021512178,same_country_year_koppen_uncertainty_lowgap_p25,2.517518,True,True,True,0.001667,0.018333,-0.016666,3.247261,,13585.061845945946,3931.8791425,0.000254647908947,,67.4496712980915,53.171863654829906,234.925866865715,135.88191650475147,1.3117874779415983,0.2566739196616704,-1.2084042173734175,0.9566126221311806,5.058232,96992.627604,-5.239991,-4586.333333
7672|2020-12-27|Zigong,7672|2020-12-27|Zigong,7672,10851,China,China,Zigong,Yangjiang,2020-12-27,2020,fog,0.3981712854211544,-0.2817889191655359,0.2428938306192727,,False,False,Cwa,,29.352113,104.76754,21.86109235665186,111.97037709693542,same_country_year_koppen_uncertainty_lowgap_p25,1.386171,True,True,True,0.0,0.0,0.0,0.181198,,5587.709175903615,5796.998992857143,0.0001273239544735,,13.944562860724895,17.468869984535875,925.4341966168917,1.5520610440621192,1.253288234954644,-0.1212185289608619,-1.1480784690695855,1.1465800973514555,19.976241,101276.880208,-11.535644,-3507.583333
7672|2020-12-27|Zigong,7672|2020-12-27|Zigong,7672,9653,China,China,Zigong,Ningming,2020-12-27,2020,fog,0.3981712854211544,-0.241710679836705,0.2428938306192727,,False,False,Cwa,,29.352113,104.76754,22.12935904736112,107.0607294319672,same_country_year_koppen_uncertainty_lowgap_p25,1.520259,True,True,True,0.0,0.0,0.0,0.181198,,5587.709175903615,5478.231793,0.0001273239544735,,13.944562860724895,6.294069640784925,925.4341966168917,98.9386033000899,1.253288234954644,0.2666055128284991,-1.1480784690695855,0.9438438892288572,17.573979,98914.130208,-9.133382,-1144.833333
7672|2020-12-27|Zigong,7672|2020-12-27|Zigong,7672,7775,China,China,Zigong,Xingping,2020-12-27,2020,fog,0.3981712854211544,-0.2070295960477585,0.2428938306192727,,False,False,Cwa,,29.352113,104.76754,34.29434697258374,108.45167856092996,same_country_year_koppen_uncertainty_lowgap_p25,1.619639,True,True,True,0.0,0.057778,-0.057778,0.181198,,5587.709175903615,5754.3302092307695,0.0001273239544735,,13.944562860724895,18.040643144473748,925.4341966168917,984.096143388074,1.253288234954644,-0.6999588959896688,-1.1480784690695855,0.644821011567313,3.546635,95974.796875,4.893962,1794.5
7672|2020-12-26|Zigong,7672|2020-12-26|Zigong,7672,10851,China,China,Zigong,Yangjiang,2020-12-26,2020,fog,0.3981712854211544,-0.2817889191655359,0.2428938306192727,,False,False,Cwa,,29.352113,104.76754,21.86109235665186,111.97037709693542,same_country_year_koppen_uncertainty_lowgap_p25,1.386171,True,True,True,0.0,0.0,0.0,0.034809,,5587.709175903615,5796.998992857143,0.0001273239544735,,13.944562860724895,17.468869984535875,925.4341966168917,1.5520610440621192,1.253288234954644,-0.1212185289608619,-1.1480784690695855,1.1465800973514555,19.079197,101462.132812,-11.791178,-3458.708333
7672|2020-12-26|Zigong,7672|2020-12-26|Zigong,7672,9653,China,China,Zigong,Ningming,2020-12-26,2020,fog,0.3981712854211544,-0.241710679836705,0.2428938306192727,,False,False,Cwa,,29.352113,104.76754,22.12935904736112,107.0607294319672,same_country_year_koppen_uncertainty_lowgap_p25,1.520259,True,True,True,0.0,0.0,0.0,0.034809,,5587.709175903615,5478.231793,0.0001273239544735,,13.944562860724895,6.294069640784925,925.4341966168917,98.9386033000899,1.253288234954644,0.2666055128284991,-1.1480784690695855,0.9438438892288572,18.121759,98997.174479,-10.83374,-993.75
7672|2020-12-26|Zigong,7672|2020-12-26|Zigong,7672,7775,China,China,Zigong,Xingping,2020-12-26,2020,fog,0.3981712854211544,-0.2070295960477585,0.2428938306192727,,False,False,Cwa,,29.352113,104.76754,34.29434697258374,108.45167856092996,same_country_year_koppen_uncertainty_lowgap_p25,1.619639,True,True,True,0.0,0.0,0.0,0.034809,,5587.709175903615,5754.3302092307695,0.0001273239544735,,13.944562860724895,18.040643144473748,925.4341966168917,984.096143388074,1.253288234954644,-0.6999588959896688,-1.1480784690695855,0.644821011567313,2.84767,96104.257812,4.440349,1899.166667
3795|2020-12-03|Francisco Beltrão,3795|2020-12-03|Francisco Beltrão,3795,2872,Brazil,Brazil,Francisco Beltrão,Foz do Iguaçu,2020-12-03,2020,gust_15ms,0.3828831291657538,-0.2037816190603667,0.2319500379384813,,False,False,Cfa,,-26.064775,-53.053956,-25.522872867444423,-54.56013205839889,same_country_year_koppen_uncertainty_lowgap_p25,0.808349,True,True,True,1.972222,10.052222,-8.08,20.670414,,2723.78540625,3053.8004267605634,0.000254647908947,,1.1363891633711107,1.4435183100764912,410.6497062384072,559.6529668817774,0.4755004018056027,0.3705111206451518,-1.1969384163999033,1.557524827697648,23.541233,98105.786458,-3.523193,-4325.083333
3795|2020-12-03|Francisco Beltrão,3795|2020-12-03|Francisco Beltrão,3795,6334,Brazil,Brazil,Francisco Beltrão,Lençóis Paulista,2020-12-03,2020,gust_15ms,0.3828831291657538,-0.2237641183357396,0.2319500379384813,,False,False,Cfa,,-26.064775,-53.053956,-22.601948663988097,-48.794308565303375,same_country_year_koppen_uncertainty_lowgap_p25,1.062875,True,True,True,1.972222,0.028333,1.943889,20.670414,,2723.78540625,3898.380126428572,0.000254647908947,,1.1363891633711107,3.3674261108411487,410.6497062384072,265.63185041952073,0.4755004018056027,-0.8012784746047297,-1.1969384163999033,0.7368731523376317,24.147109,94556.578125,-4.129069,-775.875
3795|2020-12-03|Francisco Beltrão,3795|2020-12-03|Francisco Beltrão,3795,7266,Brazil,Brazil,Francisco Beltrão,Amparo,2020-12-03,2020,gust_15ms,0.3828831291657538,-0.2082068280040759,0.2319500379384813,,False,False,Cfa,,-26.064775,-53.053956,-22.709096549637092,-46.77852551661239,same_country_year_koppen_uncertainty_lowgap_p25,1.071165,True,True,True,1.972222,0.0,1.972222,20.670414,,2723.78540625,3177.48536,0.000254647908947,,1.1363891633711107,1.8626838043907183,410.6497062384072,141.88516252752584,0.4755004018056027,-0.5856042019514979,-1.1969384163999033,0.5777200172336767,23.289117,92042.328125,-3.271077,1738.375
3795|2020-06-30|Francisco Beltrão,3795|2020-06-30|Francisco Beltrão,3795,2872,Brazil,Brazil,Francisco Beltrão,Foz do Iguaçu,2020-06-30,2020,gust_15ms,0.3828831291657538,-0.2037816190603667,0.2319500379384813,,False,False,Cfa,,-26.064775,-53.053956,-25.522872867444423,-54.56013205839889,same_country_year_koppen_uncertainty_lowgap_p25,0.808349,True,True,True,2.486111,0.37,2.116111,22.1591,,2723.78540625,3053.8004267605634,0.000254647908947,,1.1363891633711107,1.4435183100764912,410.6497062384072,559.6529668817774,0.4755004018056027,0.3705111206451518,-1.1969384163999033,1.557524827697648,18.786056,98136.018229,-2.948487,-4432.375
3795|2020-06-30|Francisco Beltrão,3795|2020-06-30|Francisco Beltrão,3795,6334,Brazil,Brazil,Francisco Beltrão,Lençóis Paulista,2020-06-30,2020,gust_15ms,0.3828831291657538,-0.2237641183357396,0.2319500379384813,,False,False,Cfa,,-26.064775,-53.053956,-22.601948663988097,-48.794308565303375,same_country_year_koppen_uncertainty_lowgap_p25,1.062875,True,True,True,2.486111,0.0,2.486111,22.1591,,2723.78540625,3898.380126428572,0.000254647908947,,1.1363891633711107,3.3674261108411487,410.6497062384072,265.63185041952073,0.4755004018056027,-0.8012784746047297,-1.1969384163999033,0.7368731523376317,20.306319,94790.809896,-4.46875,-1087.166667
