iteration,null_mean_contrast_mm
131,0.006423017543859631
132,0.06230993859649119
133,0.10401559649122807
134,-0.08605264912280702
135,0.07125728070175438
136,0.005770000000000023
137,-0.11295321052631575
138,-0.1153557192982456
139,0.20929337719298247
140,0.10467837719298245
141,-0.10915202631578946
142,-0.07164233333333334
143,0.21452728947368416
144,0.14421052631578948
145,-0.029624771929824573
146,-0.14969785087719298
147,0.02371831578947369
148,0.006983412280701775
149,-0.0453118947368421
150,-0.17967348245614034
151,0.050423991228070175
152,-0.18611598245614033
153,-0.00741228070175437
154,0.02408869298245615
155,0.025760245614035105
156,0.0009503070175438623
157,0.3178119122807017
158,-0.12107216666666665
159,-0.017051657894736845
160,-0.12640350877192982
161,0.18638889473684214
162,0.077241701754386
163,0.11119395614035088
164,0.044654000000000006
165,-0.013767026315789474
166,-0.07992202631578949
167,0.035784587719298225
168,0.07062867543859648
169,0.1549025438596491
170,0.172032149122807
171,0.03692007017543859
172,0.07521928070175439
173,-0.06872321929824561
174,0.10120858771929826
175,-0.22081383333333338
176,0.03633040350877193
177,-0.07307015789473684
178,0.07360623684210525
179,-0.09403021929824558
180,-0.14751463157894737
181,0.05157407017543861
182,0.11812377192982454
183,0.11752435964912282
184,0.02365985087719298
185,-0.16634989473684206
186,0.14385479824561404
187,0.01618421052631579
188,0.05790937719298245
189,-0.06021441228070177
190,0.037080894736842104
191,-0.00875242105263159
192,0.005331385964912292
193,-0.04988304385964911
194,-0.2570808947368421
195,0.006052631578947362
196,0.0759210614035088
197,0.0925926052631579
198,-0.17863547368421048
199,0.17513156140350877
200,-0.026257324561403495
201,0.032919096491228074
202,-0.1402534298245614
203,0.03761207894736841
204,-0.15593565789473682
205,-0.10873292105263159
206,-0.06431285964912281
207,-0.15299221929824558
208,-0.2727241578947368
209,0.022821640350877217
210,-0.10173003508771927
211,-0.052119877192982465
212,-0.07913254385964912
213,0.2418518596491228
214,-0.13319202631578947
215,0.01722710526315792
216,-0.22600877192982455
217,-0.2038255438596491
218,-0.1439132631578947
219,0.024273859649122834
220,-0.1614425
221,-0.04648149122807017
222,0.04552631578947367
223,0.2005409298245614
224,0.03649121052631578
225,0.017738780701754397
226,0.04211013157894735
227,0.024936640350877174
228,-0.03743663157894737
229,-0.026345026315789454
230,-0.04384989473684211
231,-0.11485869298245611
232,0.20305556140350878
233,0.12204192105263158
234,0.04217347368421052
235,0.08644246491228072
236,-0.0830506754385965
237,-0.1182261052631579
238,-0.13995611403508773
239,-0.19405457894736844
240,-0.07341133333333333
241,-0.07587720175438598
242,0.20306043859649123
243,0.12947369298245617
244,-0.3316179473684211
245,-0.0436257543859649
246,-0.02723198245614033
247,-0.041671552631578956
248,0.16582360526315792
249,0.02345519298245612
250,0.10879627192982456
251,-0.2039717456140351
252,-0.21657896491228068
253,0.03655456140350877
254,-0.18807016666666665
255,0.10946882456140349
256,0.007836280701754385
257,-0.07316762280701754
258,0.05690543859649125
259,0.08652534210526315
260,-0.06321149999999999
261,0.24319685087719295
262,-0.07477582456140351
263,0.033065307017543864
264,0.01929823684210527
265,0.1950194912280702
266,0.18879630701754385
267,0.035570184210526316
268,-0.11487812280701752
269,0.10794836842105264
270,0.04959551754385966
271,-0.22026314912280698
272,0.03589180701754389
273,0.1930799035087719
274,-0.09595029824561405
275,-0.07893274561403507
276,-0.03312377192982456
277,0.16697857017543863
278,-0.21531189473684212
279,0.048518543859649134
280,0.09884013157894739
281,-0.0008528333333333377
282,-0.010107201754385953
283,-0.11573587719298245
284,-0.06344544736842106
285,0.14531675438596492
286,-0.11171051754385965
287,-0.06724656140350875
288,-0.026744640350877195
289,-0.05538009649122809
290,0.08417641228070176
291,-0.017768043859649106
292,-0.042280736842105274
293,-0.009049657894736838
294,-0.019751482456140355
295,0.11405458771929826
296,0.1052826403508772
297,0.16835284210526313
298,-0.09678358771929825
299,0.038245578947368415
300,-0.06663255263157898
301,0.06619394736842107
302,0.15268029824561405
303,0.0025048684210526276
304,0.061228052631578954
305,0.04827487719298246
306,-0.16852827192982459
307,-0.20198343859649123
308,0.2149366403508772
309,0.049965903508771926
310,-0.15811402631578947
311,-0.06969297368421051
312,-0.09129142105263155
313,0.13569689473684213
314,-0.05511210526315788
315,0.05773878947368422
316,0.02715884210526316
317,-0.016788456140350884
318,-0.24325537719298246
319,-0.13125243859649122
320,-0.1263060350877193
321,-0.08971249122807017
322,0.08006336842105265
323,-0.053674464912280694
324,0.004332350877192964
325,0.18535577192982453
326,0.2263206754385965
327,0.033216368421052626
328,-0.018226114035087712
329,0.011773903508771931
330,-0.11396199122807019
331,-0.15160817543859645
332,-0.027183236842105246
333,0.17777780701754384
334,0.07406434210526316
335,-0.025345982456140347
336,-0.20514617543859648
337,-0.0281335087719298
338,0.04195905263157897
339,-0.14951754385964908
340,0.09997077192982458
341,-0.041963938596491224
342,-0.029308
343,0.014264157894736826
344,-0.09129142982456136
345,0.021881078947368415
346,-0.13348442105263156
347,0.062353798245614024
348,0.04225145614035089
349,-0.15323585087719296
350,-0.05299707017543859
351,-0.029478543859649126
352,-0.1996101578947368
353,0.19379628070175436
354,0.08973194736842108
355,-0.006301157894736842
356,-0.12519980701754382
357,-0.13038988596491227
358,-0.12835280701754384
359,-0.09924948245614035
360,-0.0702290701754386
361,0.021973701754385982
362,0.025906394736842114
363,0.08904972807017546
364,-0.03690057894736841
365,0.11052633333333337
366,0.016725166666666673
367,0.024663763157894748
368,0.06507311403508771
369,0.1083479473684211
370,0.11492200877192982
371,0.040604298245614054
372,-0.12238301754385966
373,0.10995615789473683
374,0.025272903508771948
375,0.29575048245614033
376,0.017309964912280693
377,-0.040180333333333325
378,-0.10086742105263156
379,-0.1259210350877193
380,0.1613304210526316
381,-0.041125710526315785
382,0.029556552631578917
383,-0.05030214035087722
384,0.13222221929824562
385,-0.13935672807017543
386,-0.14630605263157898
387,0.011437640350877179
388,0.05910817543859648
389,0.038523394736842104
390,-0.06544835087719297
391,-0.054917149122807006
392,0.1998343157894737
393,-0.18092103508771928
394,-0.1333089649122807
395,-0.1172124736842105
396,0.012163736842105272
397,-0.04986355263157895
398,-0.07189569298245617
399,0.09408871052631577
400,0.03375733333333335
401,-0.02718813157894736
402,0.06324076315789473
403,0.16285089473684206
404,-0.04659845614035089
405,0.0937670614035088
406,-0.06459063157894736
407,0.031783614035087726
408,-0.20461500000000002
409,0.07080897368421053
410,-0.0007943333333333106
411,-0.19844542105263158
412,0.016486342105263164
413,-0.2367446315789474
414,-0.1081530438596491
415,0.008718324561403493
416,0.22722711403508775
417,0.0053801228070175485
418,-0.17191519298245614
419,-0.15086258771929825
420,0.03531677192982456
421,0.08983431578947366
422,0.07806528070175438
423,-0.11631091228070177
424,0.21189083333333336
425,-0.03501949999999998
426,0.1583186842105263
427,-0.03173976315789473
428,0.040136447368421056
429,0.056808008771929853
430,0.23359650877192983
431,-0.22303605263157888
432,0.15343080701754386
433,0.07010233333333335
434,-0.05869884210526313
435,0.09211015789473685
436,-0.13107210526315788
437,0.09172027192982457
438,0.02377678947368423
439,0.06430314912280703
440,0.11904971929824561
441,-0.1421734649122807
442,-0.10814816666666664
443,0.2772319385964912
444,0.19524854385964913
445,0.09556043859649126
446,0.10001463157894734
447,0.10075536842105264
448,0.03233429824561403
449,-0.05065299122807019
450,0.013347938596491245
451,0.1251754561403509
452,0.0739083947368421
453,-0.08990253508771928
454,-0.09210040350877191
455,-0.06544832456140351
456,-0.053362578947368434
457,0.12229040350877195
458,-0.03176414912280704
459,-0.18127680701754384
460,-0.2071832456140351
461,0.2740497105263157
462,-0.03537525438596491
463,0.07857702631578947
464,0.18748050877192987
465,0.3950243596491228
466,0.033313833333333334
467,-0.10225633333333332
468,0.2364863684210526
469,0.0802241754385965
470,-0.029683210526315788
471,-0.15234894736842106
472,-0.04730993859649126
473,-0.0825584736842105
474,0.1489424649122807
475,0.02808965789473684
476,-0.1969785701754386
477,0.141905447368421
478,0.07343079824561399
479,0.0900974298245614
480,0.03738791228070172
481,-0.14237816666666667
482,-0.09978556140350878
483,0.02970760526315792
484,0.09742690350877192
485,-0.2032553596491228
486,0.010307008771929822
487,-0.13001463157894738
488,0.13354774561403512
489,0.1574951052631579
490,-0.1411062456140351
491,0.03090643859649126
492,-0.09135964912280704
493,-0.10970763157894738
494,0.2972417192982456
495,-0.1373001929824561
496,0.024571149122807008
497,-0.003133543859649108
498,0.16615987719298245
499,-0.14946879824561404
500,-0.05886449999999999
501,0.022217324561403497
502,0.07521929824561405
503,0.12732943859649123
504,-0.19446395614035086
505,0.1837865614035088
506,-0.1957163947368421
507,0.07436648245614035
508,0.021335271929824585
509,-0.11260233333333332
510,0.020375254385964922
511,0.09451753508771932
512,-0.2531335263157895
513,-0.10553117543859648
514,0.1215253245614035
515,0.03269492982456142
516,-0.09232944736842107
517,-0.14585283333333335
518,0.09148634210526317
519,-0.03443957894736841
520,-0.00010720175438594674
521,0.010526315789473675
522,-0.1850682192982456
523,0.07704676315789474
524,-0.07316761403508773
525,0.04579434210526316
526,-0.04767056140350875
527,-0.01858187719298244
528,0.09955650877192984
529,-0.031247561403508765
530,-0.09493663157894736
531,0.022860631578947372
532,-0.05902047368421051
533,0.04479044736842103
534,0.0883528157894737
535,-0.09762668421052631
536,0.19266569298245612
537,0.045448359649122826
538,0.053411307017543874
539,0.0004385877192982428
540,-0.09524852631578949
541,0.32146685087719296
542,-0.012426921052631558
543,-0.09815789473684211
544,0.06103313157894736
545,-0.21818712280701755
546,0.16486356140350877
547,0.044171543859649144
548,-0.04785573684210526
549,0.05384992105263159
550,-0.03586258771929823
551,-0.1364327456140351
552,0.03878168421052635
553,0.11119882456140351
554,-0.10648148245614038
555,-0.00963449999999999
556,0.10076999122807016
557,-0.09695416666666667
558,0.13001464912280702
559,-0.07376216666666667
560,-0.27953214912280705
561,-0.02413742105263156
562,-0.11038986842105264
563,-0.08449805263157895
564,-0.157378149122807
565,0.017592587719298256
566,0.06360628070175438
567,-0.0739376140350877
568,0.07862083333333336
569,-0.03259747368421053
570,0.0812475701754386
571,0.055194938596491216
572,-0.13259745614035087
573,-0.0774366403508772
574,0.03391808771929825
575,-0.21892300877192983
576,-0.1516910438596491
577,-0.0639619736842105
578,-0.03164714912280704
579,0.17880601754385964
580,-0.019502938596491232
581,0.04700778947368422
582,-0.20011209649122805
583,0.017412298245614043
584,-0.0413401403508772
585,0.007597473684210554
586,-0.14151558771929823
587,0.06641812280701755
588,-0.22790448245614034
589,-0.08857210526315788
590,0.02007308771929827
591,0.0916227894736842
592,0.03386939473684208
593,0.10203701754385967
594,-0.23088207017543863
595,-0.007529236842105246
596,-0.05369884210526315
597,0.06461501754385963
598,-0.24349416666666662
599,0.13316276315789474
600,-0.28507310526315793
601,-0.07367446491228069
602,-0.13415692105263158
603,-0.13772902631578945
604,0.04852339473684208
605,0.21533136842105263
606,-0.03731481578947369
607,0.1522563596491228
608,0.06233431578947369
609,-0.06915205263157893
610,0.019619912280701753
611,0.04785087719298244
612,-0.1534795350877193
613,-0.05666668421052632
614,0.03846003508771932
615,0.11651557894736844
616,-0.05779240350877195
617,0.04738304385964913
618,0.18309942105263158
619,0.1725487280701754
620,-0.022231973684210492
621,-0.1085087456140351
622,-0.12369396491228069
623,0.057451289473684206
624,0.2097125
625,0.06340155263157896
626,-0.11171052631578948
627,0.03249515789473684
628,0.002280719298245599
629,-0.04967349122807016
630,-0.04895223684210528
631,-0.21875734210526313
632,-0.15684697368421052
633,0.26643275438596487
634,0.24553118421052628
635,-0.03944933333333334
636,0.24137425438596494
637,0.12961012280701753
638,-0.018065307017543854
639,-0.24868908771929826
640,0.1413255438596491
641,-0.01239765789473682
642,0.26449805263157894
643,-0.24058968421052632
644,-0.17591619298245614
645,0.08794348245614036
646,-0.2609405438596491
647,0.2422563245614035
648,-0.10953217543859649
649,0.11941031578947368
650,-0.10656919298245618
651,-0.09241228070175438
652,-0.06922027192982452
653,0.05908869298245615
654,0.06445420175438597
655,-0.045029219298245604
656,0.2558089736842105
657,0.03381091228070175
658,0.08810428070175437
659,0.1020224210526316
660,-0.18013645614035087
661,-0.13899610526315787
662,-0.02274366666666666
663,0.08941520175438598
664,0.10084307894736844
665,0.21201267543859648
666,0.21925927192982458
667,0.02012670175438598
668,0.06439083333333333
669,-0.07266081578947367
670,-0.03802633333333332
671,0.1677192807017544
672,-0.07610133333333333
673,0.020808956140350898
674,0.04033625438596492
675,0.04010232456140352
676,0.2845467807017544
677,0.19973683333333334
678,-0.17710525438596494
679,-0.08800680701754386
680,-0.15115007894736843
681,0.0016374298245614106
682,0.05174462280701752
683,0.16002921929824562
684,-0.11951751754385968
685,-0.09105263157894737
686,-0.07450777192982456
687,0.1324756403508772
688,-0.07631581578947365
689,-0.12691033333333335
690,0.14248536842105267
691,0.12120370175438597
692,-0.00856236842105263
693,0.013884043859649137
694,-0.0638742456140351
695,-0.12509257017543857
696,0.009381070175438573
697,0.0507066403508772
698,0.05580406140350878
699,0.08039471929824563
700,-0.09007311403508772
701,0.0901559298245614
702,0.11890352631578949
703,-0.013801184210526311
704,0.1952972368421053
705,-0.12918616666666669
706,0.09454680701754384
707,0.092197850877193
708,-0.165531201754386
709,-0.03787522807017543
710,-0.02708090350877193
711,-0.22785572807017543
712,0.014873280701754421
713,0.08678364035087717
714,-0.20339668421052629
715,0.04587233333333335
716,-0.07456627192982457
717,0.0331335350877193
718,-0.043689070175438605
719,0.15165205263157897
720,0.006788482456140364
721,0.04820663157894736
722,-0.0799171403508772
723,0.0032309649122807317
724,-0.009878157894736833
725,-0.057085754385964915
726,-0.13529240350877192
727,-0.17085284210526314
728,0.05846978947368422
729,-0.014181280701754399
730,0.28461500877192986
731,0.07083332456140352
732,0.0627826666666667
733,-0.07501460526315791
734,-0.14462473684210522
735,-0.0290009649122807
736,-0.0801267192982456
737,0.19004385087719297
738,0.2995906578947368
739,0.051150087719298264
740,0.014152070175438602
741,-0.07464911403508771
742,-0.03355750877192981
743,0.033109184210526325
744,-0.016734868421052616
745,0.12511696491228072
746,0.28424463157894736
747,-0.04496587719298245
748,-0.05164232456140349
749,-0.03937625438596491
750,0.11567738596491225
751,0.17117932456140353
752,-0.161218350877193
753,-0.15442981578947368
754,0.015838210526315802
755,0.03200777192982454
756,0.08970757017543862
757,-0.1841715350877193
758,-0.007041921052631578
759,0.09882064912280701
760,0.03643275438596492
761,0.057534122807017536
762,-0.07768516666666667
763,-0.0056578947368421135
764,0.01815302631578948
765,-0.015238798245614044
766,-0.0262573245614035
767,0.19572612280701757
768,-0.024234859649122812
769,-0.008572131578947364
770,0.25316765789473683
771,-0.1147173596491228
772,-0.09683722807017542
773,-0.13976120175438597
774,0.08962476315789474
775,0.028840140350877206
776,0.10879629824561406
777,-0.08168130701754388
778,0.048869385964912276
779,-0.15013644736842105
780,0.14052145614035086
781,0.12509749122807015
782,0.10730511403508776
783,-0.16566764912280701
784,-0.06078948245614034
785,0.04888888596491231
786,0.05034116666666667
787,-0.2390789298245614
788,-0.022270964912280696
789,-0.014254368421052667
790,0.14298730701754386
791,-0.10008284210526314
792,-0.02613549999999999
793,0.1687134385964912
794,0.024892798245614037
795,0.00950777192982454
796,0.17115496491228072
797,0.010243666666666703
798,0.20206139473684212
799,-0.07589182456140349
800,-0.11213936842105263
801,-0.08551656140350877
802,-0.12971735964912282
803,0.013269964912280713
804,0.23340644736842106
805,0.17349905263157894
806,-0.008089657894736842
807,0.03479532456140352
808,0.145146201754386
809,-0.13226608771929824
810,0.25790444736842105
811,0.006320657894736839
812,0.0151754649122807
813,0.18776803508771933
814,-0.16999514035087718
815,0.013942508771929835
816,-0.06142788596491227
817,0.035102315789473676
818,-0.02390348245614037
819,-0.13947856140350878
820,0.17284114035087716
821,-0.011554570175438582
822,0.02272417543859646
823,-0.0927777894736842
824,-0.032548728070175434
825,-0.18549706140350875
826,-0.07184209649122808
827,-0.0380945350877193
828,-0.11952729824561403
829,-0.021330429824561414
830,-0.057270956140350895
831,0.03608676315789474
832,-0.08838695614035086
833,0.22270466666666672
834,0.1906189035087719
835,-0.018425912280701742
836,-0.24184695614035087
837,0.20247563157894738
838,0.09052144736842103
839,-0.07263646491228068
840,-0.013036087719298223
841,0.06977094736842106
842,-0.13487814912280702
843,0.011764114035087715
844,0.26495615789473687
845,-0.16688599122807016
846,-0.04241227192982453
847,0.07215885964912279
848,0.004800201754385967
849,-0.006481491228070156
850,-0.03359650877192982
851,0.029191035087719298
852,0.012207614035087735
853,0.11969300000000001
854,0.08113548245614036
855,0.07364521052631577
856,-0.05757797368421051
857,0.10326021929824561
858,-0.0946003947368421
859,-0.16764131578947367
860,-0.15634017543859646
861,0.01005846491228072
862,0.1590838245614035
863,0.09824074561403508
864,-0.16147177192982456
865,-0.11360623684210526
866,-0.10547270175438594
867,-0.06874757894736842
868,-0.030536035087719293
869,-0.019848964912280703
870,-0.05944932456140351
871,-0.05122321052631578
872,0.17142298245614035
873,-0.09131091228070175
874,0.1472271052631579
875,0.24124268421052633
876,0.08847951754385966
877,-0.04580894736842106
878,0.05172514912280701
879,-0.2830750438596491
880,0.10331873684210525
881,-0.07455651754385964
882,0.1917738859649123
883,-0.013153017543859622
884,-0.0817105350877193
885,0.1977534035087719
886,-0.1213011842105263
887,-0.15538497368421053
888,0.12749023684210525
889,-0.08128167543859646
890,0.0439766052631579
891,0.12692981578947368
892,-0.10179336842105262
893,-0.22409356140350878
894,-0.053630596491228054
895,0.037119877192982445
896,-0.2611695789473684
897,-0.015360614035087705
898,0.1297270877192982
899,0.09232942982456142
900,0.05442492982456142
901,0.013206649122807031
902,0.18407406140350877
903,0.13325533333333334
904,0.03971734210526314
905,0.1309063947368421
906,0.03749023684210528
907,-0.010818710526315778
908,0.12645223684210527
909,-0.12000973684210525
910,0.07266084210526315
911,0.16414229824561405
912,0.08668618421052632
913,0.0038450175438596505
914,-0.032709543859649116
915,-0.09019979824561403
916,0.013060447368421052
917,-0.046276824561403494
918,0.05214424561403511
919,0.09456141228070174
920,-0.14600389473684208
921,0.012875271929824551
922,-0.04842103508771931
923,-0.1550731052631579
924,-0.1509307807017544
925,-0.06145224561403509
926,-0.09403017543859649
927,0.0674171578947368
928,0.03200780701754385
929,0.1424025087719298
930,0.016539956140350892
931,-0.1415594561403509
932,-0.07845518421052629
933,0.011408350877192988
934,-0.06123292982456142
935,-0.015068228070175459
936,0.03649119298245613
937,0.0646247456140351
938,-0.03339179824561403
939,0.12390836842105263
940,-0.07652533333333329
941,-0.22658381578947367
942,-0.11301172807017543
943,-0.04691520175438595
944,-0.2470614122807017
945,0.009975631578947371
946,-0.0009697894736842075
947,0.017743684210526307
948,0.20861596491228068
949,0.10028754385964914
950,0.03775829824561403
951,-0.0383869298245614
952,-0.17047758771929822
953,-0.019356728070175425
954,-0.04391326315789473
955,-0.09427387719298246
956,0.21061890350877194
957,-0.03865498245614034
958,0.06664719298245614
959,0.03095521052631578
960,0.08628171052631578
961,-0.13889376315789473
962,-0.07624267543859649
963,-0.07930796491228069
964,-0.0075438947368420975
965,0.024639385964912296
966,-0.15882552631578947
967,0.07898635087719301
968,-0.22804582456140352
969,0.12426415789473683
970,-0.10019005263157896
971,-0.08596976315789469
972,-0.09530214912280703
973,0.1418518596491228
974,-0.05076997368421053
975,-0.09775829824561404
976,0.21588206140350877
977,0.1457212456140351
978,0.08261696491228071
979,0.03040933333333334
980,0.2564376228070175
981,-0.151281649122807
982,-0.09501950877192983
983,0.18893762280701756
984,-0.016861596491228065
985,0.13738792982456144
986,-0.09785573684210527
987,0.027387885964912262
988,0.11578459649122808
989,0.03924950877192981
990,-0.0866569298245614
991,-0.022748535087719294
992,0.1221198859649123
993,0.13748537719298243
994,-0.03835770175438596
995,-0.09138888596491229
996,-0.05456626315789476
997,0.022509736842105256
998,-0.11579433333333335
999,0.18198828070175438
1000,-0.044517543859649115
1001,0.11235378070175436
1002,0.05979046491228068
1003,-0.026515587719298267
1004,-0.05918615789473685
1005,0.0513450350877193
1006,0.16116474561403507
1007,-0.14669102631578948
1008,0.03664232456140352
1009,0.09701753508771932
1010,-0.03480504385964914
1011,0.15257799122807017
1012,0.020633517543859652
1013,0.023932728070175453
1014,0.12755849122807017
1015,-0.030911307017543844
1016,0.020955192982456117
1017,-0.03961012280701753
1018,0.14740252631578946
1019,-0.060950307017543844
1020,0.07447855263157893
1021,0.014863587719298247
1022,0.22542396491228076
1023,0.24490250000000002
1024,-0.00451265789473683
1025,-0.07592106140350878
1026,-0.11837721052631577
1027,-0.002154000000000001
1028,0.026647175438596498
1029,-0.04666180701754384
1030,-0.15479531578947364
1031,0.18782165789473682
1032,0.003747552631578946
1033,0.09907407017543858
1034,0.11027777192982456
1035,0.04585284210526315
1036,0.13283138596491229
1037,0.0013888771929824826
1038,-0.13597466666666666
1039,0.0427923947368421
1040,0.13420077192982457
1041,-0.1761306052631579
1042,-0.1389522543859649
1043,-0.03236840350877192
1044,-0.1469200701754386
1045,-0.09875729824561404
1046,-0.11576507894736841
1047,-0.01621345614035086
1048,0.0253801403508772
1049,0.06256821052631578
1050,-0.026574096491228064
1051,0.02889863157894736
1052,-0.021539947368421047
1053,0.08285088596491229
1054,-0.0538986140350877
1055,0.057037026315789434
1056,-0.0972125
1057,0.11691520175438591
1058,0.08903510526315789
1059,-0.22979044736842105
1060,0.15848440350877194
1061,-0.09662769298245612
1062,0.10456140350877194
1063,-0.05173490350877193
1064,0.01078947368421053
1065,-0.06218810526315791
1066,-0.03178852631578946
1067,-0.06059940350877193
1068,-0.03606723684210528
1069,-0.07351854385964911
1070,-0.14899612280701754
1071,-0.005838184210526287
1072,-0.07132067543859648
1073,-0.1260185438596491
1074,0.2919201052631579
1075,-0.15129142105263158
1076,0.19140352631578947
1077,0.015964929824561408
1078,-0.05969298245614033
1079,-0.019161763157894737
1080,-0.11762668421052633
1081,0.060584815789473674
1082,-0.16619393859649123
1083,-0.003801166666666645
1084,0.0013255350877192972
1085,-0.062071149122807
1086,-0.09764621052631578
1087,0.12385964035087718
1088,0.1618957105263158
1089,-0.007051649122807015
1090,0.23673488596491224
1091,0.014907412280701757
1092,-0.16846980701754383
1093,-0.07691036842105263
1094,0.07326998245614035
1095,-0.04294346491228071
1096,-0.07758771052631579
1097,0.21420076315789477
1098,-0.030560438596491234
1099,0.02494635087719298
1100,-0.05291909649122807
1101,0.1171101666666667
1102,0.2607992192982456
1103,0.030453201754385952
1104,0.08433236842105266
1105,0.056793368421052634
1106,-0.0525828596491228
1107,0.293231
1108,-0.02941033333333335
1109,0.274103298245614
1110,-0.11521442982456141
1111,0.05943468421052631
1112,0.13406434210526316
1113,0.1614961140350877
1114,-0.0507992280701754
1115,-0.12027292982456138
1116,0.288991201754386
1117,-0.06146200877192981
1118,-0.0694005701754386
1119,0.2705214561403509
1120,0.14229044736842106
1121,0.08237328947368425
1122,-0.13515106140350874
1123,-0.06069200877192982
1124,-0.001481482456140332
1125,-0.012387947368421064
1126,0.06240739473684211
1127,0.12814814035087718
1128,0.02348440350877194
1129,0.10286549122807018
1130,0.12820664035087723
1131,-0.16490254385964914
1132,-0.00444442982456138
1133,0.08143278947368422
1134,-0.07298247368421053
1135,-0.17465401754385962
1136,0.039200798245614024
1137,-0.08969298245614037
1138,0.10674465789473686
1139,0.008523403508771916
1140,-0.2087670438596491
1141,-0.06832848245614036
1142,-0.00633529824561401
1143,0.044415192982456136
1144,-0.12973196491228067
1145,0.10523393859649122
1146,-0.21432749122807018
1147,-0.1286111052631579
1148,-0.04627194736842104
1149,0.10198832456140354
1150,-0.20318713157894738
1151,0.1141666403508772
1152,0.011345017543859625
1153,-0.0767495087719298
1154,0.029975640350877197
1155,-0.09846005263157896
1156,0.08450778070175438
1157,0.0747612192982456
1158,0.07874757017543858
1159,0.0558625701754386
1160,-0.07092104385964913
1161,-0.04995127192982457
1162,-0.09878652631578945
1163,0.0015156315789473431
1164,0.23069200877192983
1165,0.0964376140350877
1166,-0.17785577192982452
1167,0.07761208771929826
1168,0.15167155263157897
1169,-0.025492184210526337
1170,-0.037694947368421036
1171,0.05409843859649124
1172,0.013162763157894733
1173,-0.24858673684210528
1174,0.10897657894736842
1175,-0.06978556140350879
1176,0.07993666666666666
1177,-0.038942491228070204
1178,-0.05116958771929824
1179,0.1265984385964912
1180,0.01323100877192983
1181,-0.02670080701754385
1182,0.24066764912280697
1183,-0.018913271929824546
1184,-0.10593080701754383
1185,-0.09868420175438597
1186,0.0341812807017544
1187,-0.10054579824561401
1188,-0.0840156052631579
1189,-0.14622320175438594
1190,-0.10686159649122805
1191,-0.0387865350877193
1192,0.03521442982456141
1193,0.026115982456140354
1194,-0.02330896491228071
1195,-0.07006335087719298
1196,0.040267999999999964
